TAG,SPECIES,DBH,HEIGHT,L,MAXR,X,Y,Z,UTM_X,UTM_Y
5080,TSHE,25.9,23.3,18.6,3.6,33.1,116.7,388.1,581143.1,5074437.7
5081,TSHE,77.1,46.1,36.0,6.6,35.5,116.4,388.0,581145.5,5074437.4
5083,TSHE,7.7,9.0,5.3,2.9,30.8,110.0,389.2,581140.8,5074431.0
5084,TSHE,17.9,17.6,13.3,3.3,28.8,116.2,388.5,581138.8,5074437.2
5085,TSHE,10.3,11.3,7.5,3.0,28.1,114.4,388.8,581138.1,5074435.4
5086,TSHE,96.1,50.5,37.2,8.2,27.0,107.5,389.9,581137.0,5074428.5
5089,TSHE,105.4,52.2,37.0,9.0,14.1,101.5,392.4,581124.1,5074422.5
5090,TABR,11.1,5.8,3.2,2.7,10.6,103.3,387.4,581120.6,5074424.3
5091,TSHE,92.1,49.7,37.2,7.8,18.2,109.4,390.6,581128.2,5074430.4
5092,TSHE,43.5,33.5,27.3,4.4,20.7,121.5,389.0,581130.7,5074442.5
5093,THPL,36.6,23.4,17.9,3.8,20.3,122.0,388.8,581130.3,5074443.0
5094,TSHE,97.0,50.7,37.2,8.3,16.9,122.0,389.3,581126.9,5074443.0
5095,TSHE,43.7,33.6,27.4,4.4,16.0,124.4,389.1,581126.0,5074445.4
5096,TABR,16.2,5.8,2.7,3.2,12.5,118.7,385.2,581122.5,5074439.7
5097,TSHE,89.5,49.2,37.1,7.6,7.2,121.0,390.8,581117.2,5074442.0
5098,TABR,7.9,5.7,3.3,2.5,3.6,121.5,386.3,581113.6,5074442.5
5099,TABR,8.5,6.4,4.0,2.6,2.5,121.4,386.4,581112.5,5074442.4
5100,TABR,6.9,4.0,1.7,2.4,5.8,117.4,386.4,581115.8,5074438.4
5101,TSHE,25.6,23.1,18.4,3.6,10.2,115.3,391.1,581120.2,5074436.3
5102,TSHE,16.4,16.4,12.2,3.2,9.0,111.8,391.6,581119.0,5074432.8
5103,TSHE,7.5,8.8,5.1,2.9,7.5,111.1,391.9,581117.5,5074432.1
5104,TSHE,7.5,8.8,5.1,2.9,7.4,109.0,392.1,581117.4,5074430.0
5105,TSHE,27.6,24.5,19.6,3.7,3.9,107.8,393.0,581113.9,5074428.8
5106,TSHE,8.8,10.0,6.2,2.9,4.0,112.7,392.4,581114.0,5074433.7
5107,TSHE,40.0,31.7,25.9,4.2,2.2,112.7,392.8,581112.2,5074433.7
5108,PSME,83.0,45.4,17.1,4.8,1.5,111.7,392.8,581111.5,5074432.7
5109,TSHE,9.1,10.2,6.5,2.9,0.5,106.9,393.8,581110.5,5074427.9
5111,TSHE,6.3,7.7,4.1,2.8,0.8,101.1,394.2,581110.8,5074422.1
5112,TSHE,6.2,7.6,4.0,2.8,2.9,101.5,393.9,581112.9,5074422.5
5113,TSHE,7.3,8.6,4.9,2.9,2.7,102.7,393.7,581112.7,5074423.7
5114,TSHE,6.8,8.1,4.5,2.9,5.0,103.0,393.4,581115.0,5074424.0
5115,TSHE,19.8,19.0,14.6,3.3,0.6,128.4,391.0,581110.6,5074449.4
5116,ABAM,5.2,1.6,0.4,1.9,4.8,130.3,389.9,581114.8,5074451.3
5117,TSHE,9.2,10.3,6.6,2.9,6.1,132.0,389.6,581116.1,5074453.0
5119,TSHE,7.6,8.9,5.2,2.9,12.2,131.9,388.8,581122.2,5074452.9
5120,TSHE,76.5,45.9,35.9,6.5,11.0,130.1,389.1,581121.0,5074451.1
5121,TABR,8.6,5.6,3.2,2.6,14.0,132.5,383.3,581124.0,5074453.5
5122,TSHE,8.5,9.7,6.0,2.9,14.4,129.4,388.8,581124.4,5074450.4
5124,TSHE,8.1,9.3,5.6,2.9,17.5,131.4,388.1,581127.5,5074452.4
5126,TSHE,23.3,21.5,16.9,3.5,19.4,136.8,387.5,581129.4,5074457.8
5127,TSHE,6.3,7.7,4.1,2.8,20.1,137.1,387.3,581130.1,5074458.1
5128,TSHE,8.1,9.3,5.6,2.9,23.3,137.8,387.1,581133.3,5074458.8
5129,TSHE,24.2,22.2,17.5,3.5,24.1,134.1,387.2,581134.1,5074455.1
5130,TSHE,82.5,47.5,36.6,7.0,23.9,132.6,387.5,581133.9,5074453.6
5132,TSHE,10.0,11.0,7.3,3.0,19.4,140.4,387.2,581129.4,5074461.4
5133,TSHE,32.0,27.2,22.0,3.9,18.3,144.8,386.7,581128.3,5074465.8
5134,TSHE,51.3,37.1,30.2,4.8,16.0,141.6,387.4,581126.0,5074462.6
5135,TSHE,5.0,6.4,2.9,2.8,15.9,140.9,387.5,581125.9,5074461.9
5136,TSHE,69.3,43.8,34.8,6.0,16.2,136.2,387.8,581126.2,5074457.2
5137,TABR,12.5,4.1,1.3,2.9,15.6,136.7,382.9,581125.6,5074457.7
5138,TSHE,9.1,10.2,6.5,2.9,13.2,138.3,388.2,581123.2,5074459.3
5140,TSHE,79.6,46.8,36.3,6.8,9.0,138.5,388.6,581119.0,5074459.5
5141,TSHE,17.7,17.4,13.2,3.3,10.5,142.3,388.1,581120.5,5074463.3
5142,TSHE,15.7,15.8,11.7,3.2,12.4,141.8,387.8,581122.4,5074462.8
5144,TSHE,9.6,10.7,6.9,3.0,10.1,145.4,387.9,581120.1,5074466.4
5146,TSHE,54.4,38.4,31.2,5.0,5.6,143.2,388.6,581115.6,5074464.2
5147,TSHE,51.1,37.0,30.1,4.8,2.1,144.1,389.1,581112.1,5074465.1
5149,TSHE,22.4,20.9,16.4,3.4,0.3,148.1,389.1,581110.3,5074469.1
5150,TABR,6.6,3.4,1.1,2.4,3.9,140.8,383.9,581113.9,5074461.8
5151,TSHE,7.0,8.3,4.7,2.9,3.4,139.8,389.3,581113.4,5074460.8
5152,TSHE,5.8,7.2,3.6,2.8,4.4,139.1,389.3,581114.4,5074460.1
5153,TSHE,85.9,48.3,36.9,7.3,26.3,139.6,386.7,581136.3,5074460.6
5154,TSHE,9.3,10.4,6.7,3.0,27.6,139.4,386.6,581137.6,5074460.4
5155,TSHE,68.7,43.6,34.7,6.0,30.2,137.8,386.6,581140.2,5074458.8
5156,TSHE,15.3,15.5,11.4,3.2,26.8,133.2,387.2,581136.8,5074454.2
5157,TSHE,7.7,9.0,5.3,2.9,25.8,135.2,387.0,581135.8,5074456.2
5158,TSHE,30.3,26.2,21.1,3.8,30.2,129.9,387.1,581140.2,5074450.9
5159,TSHE,12.7,13.4,9.4,3.1,32.6,130.8,386.8,581142.6,5074451.8
5162,TSHE,15.0,15.3,11.2,3.2,36.8,132.4,386.3,581146.8,5074453.4
5163,TSHE,13.1,13.7,9.7,3.1,39.2,130.6,386.3,581149.2,5074451.6
5165,TSHE,8.5,9.7,6.0,2.9,43.0,126.0,386.2,581153.0,5074447.0
5166,TSHE,5.1,6.5,3.0,2.8,44.2,127.8,385.9,581154.2,5074448.8
5167,TSHE,10.5,11.5,7.7,3.0,47.1,129.6,385.6,581157.1,5074450.6
5168,TSHE,28.2,24.8,19.9,3.7,45.3,132.4,385.6,581155.3,5074453.4
5169,TSHE,23.4,21.6,17.0,3.5,44.9,137.2,385.4,581154.9,5074458.2
5170,TSHE,24.0,22.0,17.4,3.5,42.2,132.6,385.9,581152.2,5074453.6
5171,TSHE,17.6,17.3,13.1,3.3,40.1,135.3,385.9,581150.1,5074456.3
5173,TSHE,57.0,39.5,31.9,5.2,37.4,141.5,385.8,581147.4,5074462.5
5174,TSHE,27.4,24.3,19.4,3.7,38.1,142.1,385.6,581148.1,5074463.1
5175,TSHE,6.0,7.4,3.8,2.8,29.3,145.3,385.9,581139.3,5074466.3
5176,TSHE,82.1,47.4,36.5,7.0,25.1,148.2,385.9,581135.1,5074469.2
5178,TSHE,26.0,23.4,18.6,3.6,26.8,149.8,385.5,581136.8,5074470.8
5181,TSHE,128.6,55.4,34.0,9.0,42.0,147.0,385.2,581152.0,5074468.0
5182,THPL,72.0,35.9,25.6,4.2,43.8,146.8,384.9,581153.8,5074467.8
5183,THPL,9.2,8.1,6.4,3.6,45.0,146.0,384.9,581155.0,5074467.0
5186,TSHE,8.1,9.3,5.6,2.9,48.7,130.6,385.4,581158.7,5074451.6
5187,TSHE,15.2,15.4,11.4,3.2,50.5,127.0,385.4,581160.5,5074448.0
5188,THPL,15.5,12.2,9.6,3.6,54.5,127.8,385.2,581164.5,5074448.8
5189,TSHE,82.2,47.4,36.6,7.0,52.3,132.0,385.1,581162.3,5074453.0
5190,TSHE,9.0,10.1,6.4,2.9,57.7,127.9,384.8,581167.7,5074448.9
5191,TSHE,9.3,10.4,6.7,3.0,63.7,128.9,384.1,581173.7,5074449.9
5192,TSHE,5.3,6.7,3.2,2.8,63.4,130.4,383.9,581173.4,5074451.4
5193,TSHE,49.9,36.5,29.7,4.8,60.1,131.9,384.3,581170.1,5074452.9
5194,TSHE,6.5,7.8,4.2,2.9,59.6,132.6,384.3,581169.6,5074453.6
5195,ABAM,6.2,2.3,0.8,2.0,106.5,114.4,383.8,581216.5,5074435.4
5197,TSHE,6.8,8.1,4.5,2.9,168.0,168.5,379.2,581278.0,5074489.5
5199,TABR,5.2,3.5,1.3,2.3,119.6,215.2,373.7,581229.6,5074536.2
5201,TABR,14.1,8.6,5.7,3.0,62.9,134.5,378.7,581172.9,5074455.5
5203,TSHE,8.6,9.8,6.1,2.9,67.6,132.6,383.4,581177.6,5074453.6
5204,TSHE,24.5,22.4,17.7,3.5,71.5,132.0,383.1,581181.5,5074453.0
5206,TSHE,67.3,43.1,34.4,5.9,73.2,134.3,382.7,581183.2,5074455.3
5207,TSHE,35.0,29.0,23.5,4.0,70.3,135.1,383.0,581180.3,5074456.1
5209,TSHE,69.0,43.7,34.7,6.0,72.8,137.5,382.7,581182.8,5074458.5
5210,TSHE,52.2,37.5,30.5,4.9,66.3,141.0,383.4,581176.3,5074462.0
5211,TSHE,13.0,13.6,9.7,3.1,60.7,141.0,383.9,581170.7,5074462.0
5212,TSHE,59.6,40.4,32.6,5.3,60.3,140.7,384.0,581170.3,5074461.7
5213,TSHE,49.1,36.1,29.4,4.7,56.4,137.3,384.5,581166.4,5074458.3
5215,TSHE,26.5,23.7,18.9,3.6,53.5,138.7,384.7,581163.5,5074459.7
5216,TSHE,8.3,9.5,5.8,2.9,55.4,139.7,384.5,581165.4,5074460.7
5217,TSHE,8.4,9.6,5.9,2.9,52.7,138.2,384.8,581162.7,5074459.2
5219,TSHE,17.1,16.9,12.7,3.2,53.1,142.3,384.5,581163.1,5074463.3
5220,ABAM,47.5,37.0,22.1,2.7,52.1,143.7,384.5,581162.1,5074464.7
5221,TABR,6.3,4.6,2.3,2.4,53.4,145.3,379.3,581163.4,5074466.3
5223,TSHE,16.0,16.1,11.9,3.2,64.0,145.7,383.4,581174.0,5074466.7
5224,TSHE,20.5,19.5,15.1,3.4,69.7,143.4,383.1,581179.7,5074464.4
5225,TSHE,52.4,37.6,30.5,4.9,69.2,145.0,383.1,581179.2,5074466.0
5226,TSHE,8.6,9.8,6.1,2.9,76.1,148.7,382.1,581186.1,5074469.7
5227,TSHE,12.5,13.2,9.3,3.1,78.5,148.2,381.9,581188.5,5074469.2
5228,TSHE,10.4,11.4,7.6,3.0,79.8,146.7,381.8,581189.8,5074467.7
5229,PSME,114.0,51.9,24.7,5.3,75.7,146.1,382.1,581185.7,5074467.1
5231,TSHE,49.0,36.1,29.4,4.7,75.5,141.3,382.4,581185.5,5074462.3
5232,ABAM,9.0,4.4,2.0,2.0,80.9,143.2,381.6,581190.9,5074464.2
5234,ABAM,5.4,1.8,0.5,1.9,83.0,147.9,381.4,581193.0,5074468.9
5235,ABAM,59.3,41.9,23.2,2.9,86.4,143.5,381.0,581196.4,5074464.5
5236,TABR,18.5,3.8,0.5,3.4,86.1,143.0,376.0,581196.1,5074464.0
5237,TABR,13.4,7.6,4.7,2.9,86.0,143.1,375.9,581196.0,5074464.1
5240,TSHE,5.0,6.4,2.9,2.8,92.4,147.6,380.8,581202.4,5074468.6
5241,ABAM,9.8,5.1,2.5,2.0,92.5,146.0,380.7,581202.5,5074467.0
5242,ABAM,7.1,2.9,1.1,2.0,93.4,145.4,380.8,581203.4,5074466.4
5243,ABAM,6.9,2.8,1.0,2.0,93.8,147.6,380.7,581203.8,5074468.6
5244,TABR,22.2,8.9,5.3,3.7,98.6,149.4,375.4,581208.6,5074470.4
5245,ABAM,7.4,3.1,1.2,2.0,95.2,143.1,380.4,581205.2,5074464.1
5246,ABAM,8.8,4.3,1.9,2.0,91.7,143.3,380.6,581201.7,5074464.3
5247,ABAM,5.4,1.8,0.5,1.9,92.6,142.1,380.5,581202.6,5074463.1
5248,TSHE,75.0,45.5,35.7,6.4,90.4,134.5,381.0,581200.4,5074455.5
5249,ABAM,7.7,3.4,1.4,2.0,94.1,133.7,381.3,581204.1,5074454.7
5250,ABAM,14.4,9.6,5.4,2.1,96.0,132.6,381.5,581206.0,5074453.6
5253,TSHE,49.4,36.3,29.5,4.7,86.9,125.9,381.7,581196.9,5074446.9
5254,TSHE,61.6,41.2,33.1,5.5,85.9,127.5,381.5,581195.9,5074448.5
5255,TSHE,11.3,12.2,8.3,3.0,86.1,131.8,381.4,581196.1,5074452.8
5256,TSHE,12.0,12.8,8.9,3.0,84.3,136.0,381.2,581194.3,5074457.0
5257,TABR,22.9,11.5,7.9,3.7,82.5,137.3,376.3,581192.5,5074458.3
5258,ABAM,10.6,5.9,2.9,2.0,82.5,133.5,381.5,581192.5,5074454.5
5259,PSME,137.0,54.9,28.4,5.7,82.8,130.8,381.9,581192.8,5074451.8
5261,TABR,23.2,9.0,5.3,3.8,79.3,126.4,376.9,581189.3,5074447.4
5262,ABAM,16.0,11.3,6.6,2.1,78.9,130.5,381.9,581188.9,5074451.5
5264,TABR,6.2,3.6,1.4,2.4,77.7,133.3,377.0,581187.7,5074454.3
5266,TSHE,16.3,16.3,12.2,3.2,75.7,132.8,382.3,581185.7,5074453.8
5267,ABAM,7.2,3.0,1.2,2.0,99.0,132.1,381.5,581209.0,5074453.1
5268,ABAM,10.7,6.0,3.0,2.0,100.0,133.7,381.4,581210.0,5074454.7
5269,TSHE,26.9,24.0,19.2,3.6,97.8,137.5,380.9,581207.8,5074458.5
5270,TSHE,19.3,18.6,14.3,3.3,97.7,161.0,380.8,581207.7,5074482.0
5271,TSHE,28.5,25.0,20.1,3.7,96.6,160.7,380.9,581206.6,5074481.7
5272,ABGR,59.2,41.9,23.2,2.9,97.4,163.5,380.8,581207.4,5074484.5
5273,THPL,65.0,34.0,24.6,4.1,96.2,166.3,381.0,581206.2,5074487.3
5274,PSME,78.2,44.1,15.6,4.7,98.7,169.4,380.6,581208.7,5074490.4
5276,ABAM,5.6,1.9,0.6,1.9,95.1,173.7,380.5,581205.1,5074494.7
5277,TABR,6.0,3.5,1.3,2.4,92.4,170.5,375.8,581202.4,5074491.5
5279,TABR,13.5,8.3,5.4,2.9,85.2,174.1,375.5,581195.2,5074495.1
5280,TSHE,35.8,29.4,23.9,4.0,81.2,173.7,380.7,581191.2,5074494.7
5283,TABR,5.5,4.7,2.5,2.4,83.7,163.0,376.3,581193.7,5074484.0
5284,TSHE,71.3,44.4,35.1,6.1,88.6,164.1,381.4,581198.6,5074485.1
5285,TSHE,36.5,29.8,24.3,4.1,90.3,162.0,381.4,581200.3,5074483.0
5286,PSME,87.5,46.6,18.5,4.9,90.4,161.3,381.4,581200.4,5074482.3
5287,PSME,125.7,53.6,26.7,5.5,91.8,154.8,381.2,581201.8,5074475.8
5288,TSHE,32.5,27.5,22.3,3.9,94.8,155.3,381.1,581204.8,5074476.3
5289,TSHE,7.9,9.1,5.5,2.9,95.4,155.0,381.1,581205.4,5074476.0
5290,PSME,113.7,51.8,24.6,5.3,95.2,153.4,381.0,581205.2,5074474.4
5291,ABAM,6.0,2.1,0.7,2.0,90.5,151.5,381.2,581200.5,5074472.5
5292,TSHE,5.0,6.4,2.9,2.8,87.7,153.2,381.2,581197.7,5074474.2
5293,TSHE,28.5,25.0,20.1,3.7,82.6,153.8,381.6,581192.6,5074474.8
5295,TSHE,7.5,8.8,5.1,2.9,83.2,156.9,381.7,581193.2,5074477.9
5296,ABAM,63.5,43.2,23.1,2.9,82.0,158.6,381.7,581192.0,5074479.6
5297,TSHE,12.5,13.2,9.3,3.1,81.9,157.9,381.7,581191.9,5074478.9
5298,TSHE,7.3,8.6,4.9,2.9,86.8,159.0,381.5,581196.8,5074480.0
5300,TSHE,29.0,25.4,20.4,3.7,78.8,157.7,381.9,581188.8,5074478.7
5302,TSHE,15.8,15.9,11.8,3.2,78.0,151.6,381.9,581188.0,5074472.6
5303,TSHE,6.0,7.4,3.8,2.8,74.8,158.5,381.7,581184.8,5074479.5
5304,TABR,9.0,4.9,2.4,2.6,75.5,163.0,376.6,581185.5,5074484.0
5305,TSHE,66.3,42.8,34.2,5.8,73.1,162.4,381.9,581183.1,5074483.4
5306,TSHE,56.5,39.3,31.8,5.2,75.0,169.2,381.4,581185.0,5074490.2
5307,ABAM,6.9,2.8,1.0,2.0,72.9,159.4,381.8,581182.9,5074480.4
5308,TABR,5.6,4.6,2.4,2.4,71.6,167.3,376.4,581181.6,5074488.3
5309,TSHE,9.1,10.2,6.5,2.9,71.2,172.5,381.0,581181.2,5074493.5
5310,ABAM,5.5,1.8,0.5,1.9,71.0,171.0,381.1,581181.0,5074492.0
5311,TSHE,89.3,49.1,37.1,7.6,69.3,165.8,381.9,581179.3,5074486.8
5312,TABR,6.4,4.7,2.4,2.4,69.8,172.9,375.9,581179.8,5074493.9
5314,TABR,7.1,3.2,0.9,2.5,62.3,169.1,376.5,581172.3,5074490.1
5315,TABR,5.9,3.5,1.3,2.4,62.5,172.0,376.2,581172.5,5074493.0
5317,TSHE,17.2,17.0,12.8,3.2,73.8,150.2,382.1,581183.8,5074471.2
5318,PSME,85.0,45.9,17.7,4.8,69.9,150.3,382.7,581179.9,5074471.3
5319,PSME,115.0,52.1,24.9,5.3,66.4,152.3,382.9,581176.4,5074473.3
5320,TSHE,65.2,42.4,34.0,5.7,65.7,163.3,382.0,581175.7,5074484.3
5321,TSHE,18.5,18.0,13.7,3.3,66.4,154.7,382.6,581176.4,5074475.7
5322,TSHE,49.9,36.5,29.7,4.8,63.8,154.7,382.7,581173.8,5074475.7
5323,TSHE,21.1,20.0,15.5,3.4,65.2,150.5,383.0,581175.2,5074471.5
5325,TSHE,17.3,17.1,12.9,3.2,65.3,160.4,382.4,581175.3,5074481.4
5326,TSHE,5.5,6.9,3.3,2.8,65.0,160.6,382.5,581175.0,5074481.6
5327,TSHE,30.6,26.4,21.2,3.8,61.2,165.5,382.1,581171.2,5074486.5
5328,TSHE,19.5,18.8,14.4,3.3,60.3,159.9,382.6,581170.3,5074480.9
5329,TSHE,20.6,19.6,15.2,3.4,58.7,157.2,383.0,581168.7,5074478.2
5330,TSHE,73.0,44.9,35.4,6.3,56.3,161.1,382.9,581166.3,5074482.1
5331,PSME,74.0,42.8,14.2,4.7,55.1,160.8,383.1,581165.1,5074481.8
5332,TSHE,7.7,9.0,5.3,2.9,53.3,157.7,383.4,581163.3,5074478.7
5333,TSHE,5.6,7.0,3.4,2.8,53.8,154.8,383.5,581163.8,5074475.8
5335,TSHE,74.8,45.4,35.7,6.4,51.7,162.2,383.1,581161.7,5074483.2
5336,TSHE,24.5,22.4,17.7,3.5,54.3,165.0,382.6,581164.3,5074486.0
5337,TSHE,12.2,12.9,9.0,3.1,55.3,165.9,382.5,581165.3,5074486.9
5338,TABR,8.7,5.8,3.3,2.6,58.3,169.2,376.8,581168.3,5074490.2
5339,TSHE,67.0,43.0,34.3,5.8,57.5,170.2,381.8,581167.5,5074491.2
5340,TSHE,81.7,47.3,36.5,6.9,54.3,171.9,381.9,581164.3,5074492.9
5341,TABR,23.0,9.3,5.7,3.8,49.4,167.8,377.4,581159.4,5074488.8
5344,TSHE,19.8,19.0,14.6,3.3,44.2,166.3,383.1,581154.2,5074487.3
5346,TSHE,27.0,24.1,19.2,3.6,48.9,156.8,383.8,581158.9,5074477.8
5347,TABR,6.4,3.8,1.5,2.4,43.9,158.3,378.7,581153.9,5074479.3
5348,TSHE,12.7,13.4,9.4,3.1,43.1,154.3,384.5,581153.1,5074475.3
5349,TSHE,7.9,9.1,5.5,2.9,49.0,151.2,384.3,581159.0,5074472.2
5350,TSHE,8.6,9.8,6.1,2.9,35.2,153.2,384.8,581145.2,5074474.2
5351,TSHE,5.6,7.0,3.4,2.8,36.9,157.0,384.6,581146.9,5074478.0
5352,TSHE,28.9,25.3,20.3,3.7,29.9,150.3,385.4,581139.9,5074471.3
5353,TSHE,72.4,44.7,35.3,6.2,32.9,156.9,384.8,581142.9,5074477.9
5354,TSHE,9.0,10.1,6.4,2.9,28.6,159.0,385.1,581138.6,5074480.0
5355,TSHE,42.5,33.0,26.9,4.4,28.8,160.4,384.9,581138.8,5074481.4
5356,TSHE,10.4,11.4,7.6,3.0,31.9,160.5,384.5,581141.9,5074481.5
5357,TSHE,11.8,12.6,8.7,3.0,29.2,164.1,384.8,581139.2,5074485.1
5358,TSHE,85.8,48.3,36.8,7.3,28.7,164.0,384.9,581138.7,5074485.0
5360,TSHE,14.5,14.9,10.8,3.1,29.2,171.5,384.5,581139.2,5074492.5
5361,TABR,14.7,7.6,4.6,3.0,34.7,170.6,378.7,581144.7,5074491.6
5362,ABAM,6.0,2.1,0.7,2.0,29.7,173.7,384.3,581139.7,5074494.7
5363,TABR,5.4,4.7,2.5,2.4,37.1,172.2,378.6,581147.1,5074493.2
5364,TSHE,91.2,49.5,37.1,7.8,39.8,166.3,383.5,581149.8,5074487.3
5367,TSHE,55.2,38.7,31.4,5.1,43.7,172.5,383.0,581153.7,5074493.5
5369,TSHE,23.5,21.7,17.1,3.5,22.8,172.6,385.1,581132.8,5074493.6
5370,TABR,8.9,6.3,3.8,2.6,21.7,172.0,380.2,581131.7,5074493.0
5372,TSHE,13.5,14.0,10.1,3.1,18.4,175.2,385.1,581128.4,5074496.2
5373,TSHE,11.6,12.4,8.6,3.0,17.5,174.7,385.2,581127.5,5074495.7
5375,TSHE,42.9,33.2,27.1,4.4,16.8,173.4,385.3,581126.8,5074494.4
5376,ABGR,31.7,26.5,16.7,2.4,21.2,170.7,385.5,581131.2,5074491.7
5377,TSHE,11.1,12.0,8.2,3.0,24.4,164.2,385.4,581134.4,5074485.2
5378,TSHE,12.2,12.9,9.0,3.1,26.7,162.1,385.2,581136.7,5074483.1
5379,TABR,5.6,4.6,2.4,2.4,22.3,163.0,380.3,581132.3,5074484.0
5382,TSHE,16.2,16.2,12.1,3.2,19.4,157.5,386.2,581129.4,5074478.5
5383,TSHE,26.5,23.7,18.9,3.6,18.6,160.4,386.2,581128.6,5074481.4
5384,TSHE,47.4,35.4,28.8,4.6,17.8,156.8,386.4,581127.8,5074477.8
5385,TSHE,5.6,7.0,3.4,2.8,15.6,153.6,386.6,581125.6,5074474.6
5386,TSHE,7.2,8.5,4.9,2.9,16.1,157.4,386.6,581126.1,5074478.4
5387,TSHE,84.7,48.0,36.8,7.2,15.0,159.2,386.7,581125.0,5074480.2
5388,TSHE,49.0,36.1,29.4,4.7,17.1,166.3,386.0,581127.1,5074487.3
5389,TSHE,22.5,21.0,16.4,3.5,15.4,167.4,386.0,581125.4,5074488.4
5390,TSHE,10.6,11.6,7.7,3.0,17.8,170.3,385.5,581127.8,5074491.3
5392,TSHE,17.4,17.2,13.0,3.2,14.2,175.1,385.3,581124.2,5074496.1
5393,TSHE,18.8,18.3,14.0,3.3,12.1,171.1,386.0,581122.1,5074492.1
5394,TSHE,11.9,12.7,8.8,3.0,5.5,173.8,386.2,581115.5,5074494.8
5395,TSHE,9.6,10.7,6.9,3.0,2.9,174.7,386.7,581112.9,5074495.7
5396,TSHE,12.9,13.5,9.6,3.1,1.1,171.7,386.9,581111.1,5074492.7
5398,TABR,8.5,5.5,3.1,2.6,13.2,158.9,381.9,581123.2,5074479.9
5399,TSHE,7.5,8.8,5.1,2.9,13.1,153.9,386.9,581123.1,5074474.9
5400,TSHE,9.0,10.1,6.4,2.9,8.7,153.6,387.6,581118.7,5074474.6
5401,TSHE,33.5,28.1,22.8,3.9,5.7,151.3,388.0,581115.7,5074472.3
5403,TSHE,23.4,21.6,17.0,3.5,8.8,158.7,387.3,581118.8,5074479.7
5404,TSHE,20.5,19.5,15.1,3.4,6.9,159.7,387.5,581116.9,5074480.7
5405,TSHE,25.4,23.0,18.3,3.6,7.2,158.7,387.4,581117.2,5074479.7
5406,TSHE,10.1,11.1,7.3,3.0,3.9,162.8,387.5,581113.9,5074483.8
5407,TSHE,40.5,32.0,26.1,4.3,2.9,163.1,387.5,581112.9,5074484.1
5408,TSHE,16.1,16.2,12.0,3.2,2.2,158.7,388.0,581112.2,5074479.7
5409,TSHE,53.6,38.1,30.9,5.0,1.0,159.6,388.2,581111.0,5074480.6
5411,TSHE,15.4,15.6,11.5,3.2,0.9,152.7,388.5,581110.9,5074473.7
5412,TSHE,36.2,29.7,24.1,4.1,0.5,167.7,387.3,581110.5,5074488.7
5414,TABR,30.6,9.7,5.4,4.6,2.8,179.7,381.0,581112.8,5074500.7
5415,TABR,11.4,6.4,3.7,2.8,0.0,181.2,381.4,581110.0,5074502.2
5418,TABR,33.4,11.2,6.7,4.9,4.4,190.6,379.4,581114.4,5074511.6
5420,TSHE,65.1,42.4,33.9,5.7,2.0,196.9,383.2,581112.0,5074517.9
5421,TABR,35.7,11.6,7.0,5.2,4.6,200.4,377.1,581114.6,5074521.4
5422,TSHE,55.5,38.9,31.5,5.1,11.2,195.7,382.7,581121.2,5074516.7
5423,TABR,26.6,11.4,7.5,4.0,6.3,189.2,379.5,581116.3,5074510.2
5424,TSHE,26.1,23.5,18.7,3.6,9.8,186.3,384.4,581119.8,5074507.3
5425,TSHE,10.0,11.0,7.3,3.0,12.6,185.8,384.2,581122.6,5074506.8
5426,TABR,14.6,3.9,0.9,3.0,8.1,181.5,380.0,581118.1,5074502.5
5427,TSHE,9.5,10.6,6.8,3.0,9.3,179.7,385.4,581119.3,5074500.7
5428,TABR,10.4,4.6,2.0,2.7,10.5,178.7,380.4,581120.5,5074499.7
5429,TABR,12.3,7.3,4.5,2.8,12.4,180.6,379.8,581122.4,5074501.6
5430,TSHE,58.5,40.0,32.3,5.3,17.1,178.6,384.8,581127.1,5074499.6
5432,TSHE,24.3,22.2,17.6,3.5,21.9,179.4,384.4,581131.9,5074500.4
5433,TSHE,8.2,9.4,5.7,2.9,24.6,182.0,384.2,581134.6,5074503.0
5434,TSHE,19.0,18.4,14.1,3.3,24.4,184.4,383.9,581134.4,5074505.4
5435,TABR,7.6,5.7,3.3,2.5,19.2,189.4,378.4,581129.2,5074510.4
5436,TSHE,65.2,42.4,34.0,5.7,19.9,191.1,383.0,581129.9,5074512.1
5437,TABR,18.0,9.5,6.2,3.3,13.8,188.3,378.5,581123.8,5074509.3
5438,TSHE,53.4,38.0,30.9,5.0,14.4,194.1,382.7,581124.4,5074515.1
5439,TABR,13.4,5.2,2.3,2.9,13.0,197.2,377.1,581123.0,5074518.2
5440,TABR,20.4,9.4,6.0,3.5,18.9,198.7,377.0,581128.9,5074519.7
5442,TABR,23.8,9.5,5.8,3.8,25.7,176.6,379.4,581135.7,5074497.6
5444,TSHE,76.1,45.8,35.9,6.5,24.1,196.5,382.7,581134.1,5074517.5
5447,TSHE,12.0,12.8,8.9,3.0,29.6,195.2,382.4,581139.6,5074516.2
5449,TSHE,111.5,53.2,36.5,9.0,34.0,198.6,381.8,581144.0,5074519.6
5451,TABR,12.7,7.3,4.5,2.9,39.1,193.2,376.9,581149.1,5074514.2
5453,TABR,11.3,6.4,3.7,2.8,40.5,192.9,376.9,581150.5,5074513.9
5454,TABR,7.2,4.7,2.4,2.5,39.4,190.6,377.3,581149.4,5074511.6
