TAG,SPECIES,DBH,HEIGHT,L,MAXR,X,Y,Z,UTM_X,UTM_Y
1,TSHE,24.5,22.4,17.7,3.5,316.7,200.7,375.3,581426.7,5074521.7
5,TSHE,26.0,23.4,18.6,3.6,312.9,204.6,375.5,581422.9,5074525.6
7,TSHE,22.5,21.0,16.4,3.5,309.8,208.1,375.4,581419.8,5074529.1
8,TABR,8.4,5.3,2.9,2.6,302.7,212.9,375.3,581412.7,5074533.9
9,THPL,126.7,46.1,28.2,4.9,301.1,213.3,375.4,581411.1,5074534.3
10,TSHE,29.0,25.4,20.4,3.7,304.9,212.2,375.3,581414.9,5074533.2
11,TSHE,70.2,44.1,34.9,6.1,314.1,207.6,375.1,581424.1,5074528.6
12,TSHE,6.5,7.8,4.2,2.9,302.1,217.3,375.3,581412.1,5074538.3
13,TSHE,15.0,15.3,11.2,3.2,321.3,203.3,375.2,581431.3,5074524.3
16,TABR,10.7,2.4,0.2,2.7,307.7,214.4,375.3,581417.7,5074535.4
20,TSHE,52.5,37.6,30.6,4.9,311.4,214.2,375.3,581421.4,5074535.2
21,TSHE,32.5,27.5,22.3,3.9,308.2,221.8,375.0,581418.2,5074542.8
22,TSHE,55.0,38.7,31.4,5.1,311.0,218.9,375.0,581421.0,5074539.9
23,TSHE,6.5,7.8,4.2,2.9,309.4,223.4,374.9,581419.4,5074544.4
24,TSHE,8.1,9.3,5.6,2.9,318.8,208.7,375.0,581428.8,5074529.7
25,TSHE,8.2,9.4,5.7,2.9,319.2,209.0,374.9,581429.2,5074530.0
26,TSHE,12.3,13.0,9.1,3.1,319.4,210.7,374.7,581429.4,5074531.7
27,TSHE,28.5,25.0,20.1,3.7,324.3,201.7,375.3,581434.3,5074522.7
29,TSHE,17.4,17.2,13.0,3.2,320.2,213.7,375.3,581430.2,5074534.7
31,TSHE,17.1,16.9,12.7,3.2,317.7,221.9,374.8,581427.7,5074542.9
32,TSHE,6.9,8.2,4.6,2.9,322.0,211.0,374.6,581432.0,5074532.0
33,TSHE,69.0,43.7,34.7,6.0,320.5,215.8,375.2,581430.5,5074536.8
36,TSHE,13.8,14.3,10.3,3.1,309.3,225.2,374.9,581419.3,5074546.2
37,TSHE,79.5,46.7,36.3,6.8,302.3,225.4,375.2,581412.3,5074546.4
38,TABR,7.9,7.2,4.8,2.5,301.3,225.7,375.1,581411.3,5074546.7
39,TSHE,19.5,18.8,14.4,3.3,307.3,227.3,374.9,581417.3,5074548.3
40,PSME,144.5,55.7,29.4,5.8,320.5,226.3,374.9,581430.5,5074547.3
41,TSHE,23.0,21.3,16.8,3.5,309.9,229.0,375.1,581419.9,5074550.0
45,TABR,25.0,8.9,5.1,4.0,301.2,239.1,375.9,581411.2,5074560.1
46,TSHE,57.6,39.7,32.1,5.2,301.9,241.3,375.1,581411.9,5074562.3
47,TSHE,8.0,9.2,5.6,2.9,311.9,234.3,374.9,581421.9,5074555.3
48,TSHE,43.5,33.5,27.3,4.4,322.7,226.7,374.2,581432.7,5074547.7
50,TSHE,8.4,9.6,5.9,2.9,317.7,234.6,374.8,581427.7,5074555.6
51,THPL,24.8,17.6,13.7,3.7,317.2,235.3,374.7,581427.2,5074556.3
53,TSHE,42.5,33.0,26.9,4.4,306.8,248.4,374.9,581416.8,5074569.4
54,PSME,81.5,45.0,16.7,4.8,313.1,244.7,374.7,581423.1,5074565.7
55,THPL,107.0,43.3,28.2,4.6,315.0,244.1,374.8,581425.0,5074565.1
56,ABGR,58.2,41.5,23.2,2.9,318.4,237.9,374.6,581428.4,5074558.9
57,TABR,5.8,4.5,2.3,2.4,315.8,248.9,374.4,581425.8,5074569.9
58,TSHE,11.2,12.1,8.2,3.0,319.9,235.9,374.7,581429.9,5074556.9
59,TSHE,14.2,14.6,10.6,3.1,320.6,243.4,375.0,581430.6,5074564.4
60,TABR,17.8,7.3,4.1,3.3,320.1,246.6,374.5,581430.1,5074567.6
64,TSHE,6.6,7.9,4.3,2.9,335.1,226.0,374.5,581445.1,5074547.0
65,TSHE,5.4,6.8,3.3,2.8,333.1,226.1,374.5,581443.1,5074547.1
66,TSHE,14.5,14.9,10.8,3.1,331.5,227.0,374.6,581441.5,5074548.0
67,TABR,6.5,2.8,0.5,2.4,331.7,227.5,374.7,581441.7,5074548.5
68,TABR,21.8,9.3,5.7,3.7,331.9,228.5,374.7,581441.9,5074549.5
69,TSHE,12.5,13.2,9.3,3.1,325.8,232.6,374.6,581435.8,5074553.6
70,TABR,23.5,9.5,5.8,3.8,337.5,229.2,374.2,581447.5,5074550.2
71,TABR,23.2,9.0,5.3,3.8,341.1,228.0,374.3,581451.1,5074549.0
74,TABR,33.0,15.0,10.5,4.9,326.1,238.3,374.6,581436.1,5074559.3
75,ABGR,29.2,24.4,15.4,2.4,330.7,236.3,374.2,581440.7,5074557.3
76,THPL,9.5,8.3,6.5,3.6,335.2,234.4,374.4,581445.2,5074555.4
77,TSHE,72.0,44.6,35.2,6.2,334.7,236.3,374.5,581444.7,5074557.3
80,TSHE,12.3,13.0,9.1,3.1,328.0,247.4,374.4,581438.0,5074568.4
81,TSHE,19.0,18.4,14.1,3.3,327.8,248.8,374.7,581437.8,5074569.8
84,PSME,111.6,51.5,24.2,5.3,335.2,243.7,374.9,581445.2,5074564.7
85,TABR,40.0,13.4,8.3,5.9,337.6,244.3,374.4,581447.6,5074565.3
86,TABR,31.8,9.5,5.1,4.8,344.9,234.1,374.0,581454.9,5074555.1
87,TSHE,10.5,11.5,7.7,3.0,342.2,243.9,374.1,581452.2,5074564.9
88,TABR,31.2,12.3,8.0,4.7,348.1,236.7,374.0,581458.1,5074557.7
89,TSHE,6.3,7.7,4.1,2.8,347.8,238.8,375.7,581457.8,5074559.8
90,THPL,7.8,7.1,5.6,3.6,348.0,239.8,376.0,581458.0,5074560.8
91,PSME,166.5,57.4,31.9,6.1,347.5,199.8,375.6,581457.5,5074520.8
92,THPL,9.8,8.5,6.7,3.6,331.5,202.1,374.8,581441.5,5074523.1
93,TABR,8.7,4.0,1.5,2.6,340.5,201.5,374.7,581450.5,5074522.5
94,TABR,15.1,10.0,7.0,3.1,337.9,202.0,374.8,581447.9,5074523.0
96,TSHE,42.0,32.8,26.7,4.3,325.6,208.9,374.8,581435.6,5074529.9
97,TABR,12.1,9.0,6.3,2.8,336.1,205.0,374.8,581446.1,5074526.0
98,PSME,102.5,49.9,22.3,5.1,338.2,204.8,375.0,581448.2,5074525.8
99,ABGR,56.2,40.8,23.1,2.8,333.6,206.8,374.6,581443.6,5074527.8
100,TABR,11.6,6.0,3.3,2.8,332.2,207.0,374.4,581442.2,5074528.0
102,TSHE,8.2,9.4,5.7,2.9,336.0,206.9,374.6,581446.0,5074527.9
103,TSHE,27.1,24.1,19.3,3.6,337.3,207.7,374.6,581447.3,5074528.7
104,TABR,8.8,5.0,2.5,2.6,333.8,209.7,374.1,581443.8,5074530.7
105,TSHE,14.1,14.5,10.5,3.1,340.4,206.1,374.8,581450.4,5074527.1
106,TSHE,7.2,8.5,4.9,2.9,327.8,214.1,374.3,581437.8,5074535.1
107,TABR,32.0,7.1,2.7,4.8,336.6,210.2,374.1,581446.6,5074531.2
108,TABR,10.0,4.6,2.0,2.7,333.6,213.1,374.0,581443.6,5074534.1
109,TSHE,6.5,7.8,4.2,2.9,330.9,216.1,374.3,581440.9,5074537.1
110,TSHE,9.3,10.4,6.7,3.0,332.2,217.8,374.3,581442.2,5074538.8
112,TABR,19.5,6.5,3.1,3.4,340.8,209.9,374.4,581450.8,5074530.9
114,THPL,95.0,41.2,27.7,4.5,339.8,220.4,374.3,581449.8,5074541.4
115,TSHE,5.7,7.1,3.5,2.8,339.0,222.1,374.2,581449.0,5074543.1
117,TSHE,6.3,7.7,4.1,2.8,343.3,219.6,374.1,581453.3,5074540.6
118,TSHE,63.0,41.7,33.5,5.6,348.7,204.4,375.1,581458.7,5074525.4
119,THPL,126.5,46.1,28.2,4.9,346.2,217.0,374.3,581456.2,5074538.0
120,TSHE,10.5,11.5,7.7,3.0,346.4,218.1,374.4,581456.4,5074539.1
121,TSHE,8.5,9.7,6.0,2.9,348.4,218.0,374.1,581458.4,5074539.0
122,TSHE,7.5,8.8,5.1,2.9,348.6,216.9,374.0,581458.6,5074537.9
126,TABR,85.1,12.8,3.9,6.8,303.0,251.3,374.8,581413.0,5074572.3
127,THPL,75.0,36.7,26.0,4.2,314.5,251.8,374.7,581424.5,5074572.8
128,TABR,16.0,7.4,4.3,3.1,320.0,251.4,374.6,581430.0,5074572.4
129,TSHE,10.7,11.7,7.8,3.0,313.3,252.7,374.7,581423.3,5074573.7
131,TABR,19.1,8.5,5.2,3.4,306.5,254.7,374.5,581416.5,5074575.7
132,TSHE,7.5,8.8,5.1,2.9,313.4,253.0,374.6,581423.4,5074574.0
133,TABR,21.0,4.0,0.5,3.6,312.3,255.8,374.5,581422.3,5074576.8
134,PSME,140.0,55.2,28.9,5.7,318.3,253.6,375.0,581428.3,5074574.6
135,TABR,12.9,7.9,5.1,2.9,305.7,259.3,374.6,581415.7,5074580.3
136,THPL,82.0,38.5,26.7,4.3,317.0,254.8,374.8,581427.0,5074575.8
137,THPL,144.0,48.0,27.7,5.1,307.1,261.1,374.6,581417.1,5074582.1
138,TSHE,6.1,7.5,3.9,2.8,309.1,260.4,374.6,581419.1,5074581.4
139,TSHE,10.2,11.2,7.4,3.0,304.5,262.6,374.7,581414.5,5074583.6
140,PSME,125.0,53.5,26.6,5.5,321.8,252.6,374.8,581431.8,5074573.6
141,TSHE,16.7,16.6,12.5,3.2,310.2,261.9,374.7,581420.2,5074582.9
142,PSME,111.5,51.5,24.2,5.3,305.8,264.4,374.6,581415.8,5074585.4
143,TABR,18.4,9.5,6.2,3.3,305.0,265.6,374.4,581415.0,5074586.6
144,TSHE,8.1,9.3,5.6,2.9,310.5,263.4,374.6,581420.5,5074584.4
145,TSHE,16.5,16.5,12.3,3.2,323.0,252.7,374.4,581433.0,5074573.7
147,THPL,86.8,39.5,27.1,4.4,310.0,268.0,374.3,581420.0,5074589.0
150,TSHE,13.7,14.2,10.2,3.1,318.5,263.6,375.1,581428.5,5074584.6
151,TSHE,6.0,7.4,3.8,2.8,319.9,262.5,374.8,581429.9,5074583.5
152,TSHE,10.6,11.6,7.7,3.0,321.2,261.5,374.5,581431.2,5074582.5
153,TSHE,6.0,7.4,3.8,2.8,319.2,267.4,374.7,581429.2,5074588.4
154,TSHE,9.3,10.4,6.7,3.0,319.4,266.9,374.8,581429.4,5074587.9
155,THPL,71.2,35.7,25.5,4.2,320.1,272.7,374.3,581430.1,5074593.7
156,THPL,84.2,39.0,26.9,4.3,323.1,260.6,374.2,581433.1,5074581.6
157,TSHE,13.2,13.8,9.8,3.1,324.5,256.3,374.3,581434.5,5074577.3
159,TSHE,32.0,27.2,22.0,3.9,327.9,252.0,374.9,581437.9,5074573.0
160,TABR,20.0,9.4,6.0,3.5,332.7,254.3,374.3,581442.7,5074575.3
162,TABR,24.2,13.8,10.0,3.9,327.2,256.9,374.1,581437.2,5074577.9
164,TABR,32.6,11.2,6.7,4.9,331.8,260.8,374.3,581441.8,5074581.8
165,TSHE,60.5,40.8,32.9,5.4,325.7,267.9,374.3,581435.7,5074588.9
166,THPL,93.0,40.8,27.6,4.4,325.3,269.2,374.4,581435.3,5074590.2
167,THPL,24.8,17.6,13.7,3.7,328.9,267.0,374.2,581438.9,5074588.0
168,PSME,95.8,48.5,20.7,5.0,334.8,262.3,374.1,581444.8,5074583.3
171,TABR,13.0,7.5,4.7,2.9,334.2,266.9,373.9,581444.2,5074587.9
172,PSME,149.0,56.1,30.0,5.9,340.2,262.0,374.6,581450.2,5074583.0
173,THPL,41.3,25.5,19.3,3.9,338.3,265.3,373.9,581448.3,5074586.3
174,THPL,11.8,9.8,7.8,3.6,348.2,254.5,374.0,581458.2,5074575.5
175,TSHE,84.0,47.9,36.7,7.1,347.5,257.2,374.3,581457.5,5074578.2
176,TSHE,6.5,7.8,4.2,2.9,343.8,270.4,374.6,581453.8,5074591.4
177,TSHE,7.5,8.8,5.1,2.9,346.9,263.1,374.7,581456.9,5074584.1
178,TABR,16.2,8.0,4.9,3.1,345.7,274.5,373.6,581455.7,5074595.5
179,THPL,27.5,19.0,14.8,3.8,349.5,260.9,374.3,581459.5,5074581.9
180,TABR,9.0,4.9,2.4,2.6,360.8,251.2,373.8,581470.8,5074572.2
181,TSHE,32.0,27.2,22.0,3.9,350.6,250.5,374.4,581460.6,5074571.5
183,TSHE,60.6,40.8,32.9,5.4,353.5,255.5,374.3,581463.5,5074576.5
184,THPL,19.5,14.6,11.5,3.7,350.5,257.0,373.9,581460.5,5074578.0
185,THPL,135.0,47.1,28.0,5.0,363.4,254.0,374.4,581473.4,5074575.0
187,TSHE,32.9,27.8,22.5,3.9,355.1,258.6,373.9,581465.1,5074579.6
188,TSHE,9.4,10.5,6.7,3.0,361.6,257.7,374.4,581471.6,5074578.7
190,TABR,20.4,7.8,4.4,3.5,351.9,265.0,373.7,581461.9,5074586.0
191,TSHE,80.9,47.1,36.4,6.9,361.3,259.4,374.2,581471.3,5074580.4
194,THPL,148.0,48.3,27.5,5.1,368.1,256.6,374.0,581478.1,5074577.6
196,TSHE,55.4,38.8,31.5,5.1,357.2,274.1,374.1,581467.2,5074595.1
197,TSHE,22.5,21.0,16.4,3.5,359.7,273.4,373.6,581469.7,5074594.4
199,TABR,14.5,6.2,3.3,3.0,363.6,271.6,373.7,581473.6,5074592.6
200,THPL,187.0,51.0,24.7,5.4,367.7,265.7,374.0,581477.7,5074586.7
203,PSME,154.6,56.6,30.6,5.9,366.7,272.6,374.2,581476.7,5074593.6
204,TABR,14.2,6.8,3.9,3.0,370.9,263.0,373.5,581480.9,5074584.0
205,PSME,85.0,45.9,17.7,4.8,371.3,268.2,373.5,581481.3,5074589.2
206,PSME,107.0,50.7,23.3,5.2,371.1,274.6,373.6,581481.1,5074595.6
207,THPL,72.0,35.9,25.6,4.2,373.3,266.8,373.8,581483.3,5074587.8
208,TSHE,40.5,32.0,26.1,4.3,372.2,225.5,374.5,581482.2,5074546.5
209,PSME,126.9,53.7,26.9,5.5,353.2,226.9,374.3,581463.2,5074547.9
210,THPL,78.3,37.6,26.3,4.3,351.3,229.5,374.3,581461.3,5074550.5
211,TSHE,14.1,14.5,10.5,3.1,351.2,230.2,374.2,581461.2,5074551.2
213,PSME,128.3,53.9,27.2,5.5,366.9,227.2,374.8,581476.9,5074548.2
214,TSHE,45.7,34.6,28.2,4.5,367.7,227.6,374.9,581477.7,5074548.6
215,TSHE,23.7,21.8,17.2,3.5,366.7,228.1,374.9,581476.7,5074549.1
216,TABR,6.0,3.6,1.4,2.4,357.4,231.8,373.8,581467.4,5074552.8
217,THPL,114.0,44.4,28.3,4.7,355.7,234.6,374.1,581465.7,5074555.6
218,TABR,6.7,4.5,2.2,2.4,356.1,236.7,373.9,581466.1,5074557.7
220,TSHE,24.9,22.7,17.9,3.5,360.0,237.3,373.9,581470.0,5074558.3
222,TABR,12.9,3.3,0.5,2.9,357.8,243.4,373.8,581467.8,5074564.4
223,TABR,11.0,5.7,3.1,2.7,354.7,247.3,373.4,581464.7,5074568.3
226,TSHE,35.7,29.4,23.9,4.0,357.9,247.7,373.9,581467.9,5074568.7
227,TSHE,41.1,32.3,26.3,4.3,368.9,233.7,374.6,581478.9,5074554.7
229,TABR,8.2,5.0,2.6,2.5,358.7,248.8,373.8,581468.7,5074569.8
230,TSHE,32.9,27.8,22.5,3.9,359.4,248.9,373.9,581469.4,5074569.9
231,PSME,121.9,53.1,26.1,5.4,370.3,234.1,374.6,581480.3,5074555.1
232,THPL,181.1,50.6,25.2,5.4,362.3,247.4,373.3,581472.3,5074568.4
233,TABR,21.4,10.8,7.3,3.6,365.7,247.3,373.6,581475.7,5074568.3
234,TABR,27.6,10.4,6.4,4.3,368.9,241.5,373.4,581478.9,5074562.5
235,TSHE,12.0,12.8,8.9,3.0,369.4,244.1,373.8,581479.4,5074565.1
236,TABR,15.4,6.3,3.3,3.1,370.7,247.4,373.6,581480.7,5074568.4
237,TSHE,82.0,47.4,36.5,7.0,372.7,241.3,374.0,581482.7,5074562.3
238,TABR,6.8,6.4,4.1,2.4,372.6,247.5,373.4,581482.6,5074568.5
239,TSHE,7.1,8.4,4.8,2.9,375.3,244.7,373.6,581485.3,5074565.7
241,TSHE,25.9,23.3,18.6,3.6,357.5,200.2,375.1,581467.5,5074521.2
242,PSME,138.5,55.1,28.7,5.7,370.2,201.4,375.6,581480.2,5074522.4
243,TSHE,7.7,9.0,5.3,2.9,353.0,202.6,374.8,581463.0,5074523.6
244,TABR,12.2,7.0,4.2,2.8,350.2,205.9,374.9,581460.2,5074526.9
245,TSHE,11.5,12.3,8.5,3.0,358.8,206.5,375.0,581468.8,5074527.5
246,TSHE,6.9,8.2,4.6,2.9,357.6,208.9,374.9,581467.6,5074529.9
247,TSHE,16.0,16.1,11.9,3.2,353.9,210.6,374.7,581463.9,5074531.6
248,TSHE,76.9,46.0,36.0,6.6,356.1,211.7,375.1,581466.1,5074532.7
249,TSHE,16.9,16.8,12.6,3.2,353.5,213.9,374.6,581463.5,5074534.9
250,TSHE,23.7,21.8,17.2,3.5,364.4,206.5,375.1,581474.4,5074527.5
251,TSHE,5.8,7.2,3.6,2.8,359.3,211.5,374.9,581469.3,5074532.5
252,TABR,7.4,3.1,0.8,2.5,352.6,218.0,374.2,581462.6,5074539.0
253,TSHE,21.1,20.0,15.5,3.4,357.8,217.2,375.0,581467.8,5074538.2
254,TSHE,50.5,36.8,29.9,4.8,356.8,221.0,374.9,581466.8,5074542.0
256,TSHE,21.8,20.5,16.0,3.4,365.2,214.4,374.8,581475.2,5074535.4
257,TSHE,31.8,27.1,21.9,3.9,365.3,215.5,374.8,581475.3,5074536.5
258,TSHE,60.5,40.8,32.9,5.4,372.5,203.7,375.3,581482.5,5074524.7
260,TSHE,93.7,50.0,37.2,8.0,365.8,217.6,374.9,581475.8,5074538.6
261,TSHE,18.2,17.8,13.5,3.3,369.2,211.6,375.0,581479.2,5074532.6
262,TSHE,13.4,14.0,10.0,3.1,370.3,211.1,375.0,581480.3,5074532.1
263,TABR,10.0,6.0,3.4,2.7,373.4,203.3,375.2,581483.4,5074524.3
265,PSME,124.9,53.5,26.6,5.5,315.1,276.7,374.6,581425.1,5074597.7
267,TSHE,60.9,40.9,33.0,5.4,313.3,278.1,374.5,581423.3,5074599.1
268,TSHE,94.3,50.2,37.2,8.1,305.7,281.4,374.7,581415.7,5074602.4
269,TSHE,35.9,29.5,24.0,4.0,310.2,281.9,374.4,581420.2,5074602.9
270,TSHE,13.7,14.2,10.2,3.1,309.2,282.5,374.3,581419.2,5074603.5
271,THPL,92.2,40.7,27.5,4.4,301.1,287.1,374.7,581411.1,5074608.1
272,TSHE,78.8,46.5,36.2,6.7,314.7,281.5,374.6,581424.7,5074602.5
273,TSHE,13.1,13.7,9.7,3.1,312.9,285.0,374.3,581422.9,5074606.0
274,TSHE,58.3,40.0,32.3,5.3,307.4,292.3,374.5,581417.4,5074613.3
275,THPL,7.7,7.0,5.6,3.6,306.0,296.0,374.3,581416.0,5074617.0
277,TSHE,39.7,31.6,25.7,4.2,316.2,288.5,374.4,581426.2,5074609.5
279,TSHE,35.4,29.2,23.7,4.0,311.5,298.9,374.2,581421.5,5074619.9
280,TSHE,58.2,39.9,32.3,5.3,315.9,292.5,374.4,581425.9,5074613.5
281,TABR,8.4,5.3,2.9,2.6,313.4,298.9,374.1,581423.4,5074619.9
283,PSME,144.1,55.7,29.4,5.8,317.1,297.7,374.5,581427.1,5074618.7
284,TSHE,9.7,10.8,7.0,3.0,319.1,292.5,374.2,581429.1,5074613.5
286,TSHE,34.7,28.8,23.4,4.0,320.6,294.3,374.1,581430.6,5074615.3
287,TSHE,62.9,41.6,33.4,5.6,322.1,290.8,374.2,581432.1,5074611.8
288,TSHE,21.3,20.1,15.7,3.4,321.3,296.5,374.2,581431.3,5074617.5
290,TSHE,34.5,28.7,23.3,4.0,339.0,275.5,374.2,581449.0,5074596.5
291,THPL,51.0,29.3,21.8,4.0,333.0,278.9,373.8,581443.0,5074599.9
292,THPL,183.5,50.8,25.0,5.4,329.9,280.7,374.2,581439.9,5074601.7
293,TSHE,23.1,21.4,16.8,3.5,331.5,281.1,374.1,581441.5,5074602.1
295,TSHE,33.9,28.3,23.0,3.9,325.1,289.0,373.9,581435.1,5074610.0
297,TSHE,34.4,28.6,23.2,4.0,338.9,282.9,374.3,581448.9,5074603.9
298,TSHE,16.8,16.7,12.5,3.2,326.0,291.5,374.0,581436.0,5074612.5
300,PSME,113.8,51.9,24.6,5.3,336.9,286.4,374.4,581446.9,5074607.4
301,TSHE,37.0,30.1,24.5,4.1,339.9,285.1,374.2,581449.9,5074606.1
302,TSHE,10.0,11.0,7.3,3.0,326.5,298.7,373.7,581436.5,5074619.7
307,TSHE,12.0,12.8,8.9,3.0,342.6,289.6,374.1,581452.6,5074610.6
308,THPL,129.0,46.4,28.2,4.9,344.5,289.2,374.0,581454.5,5074610.2
310,TSHE,9.0,10.1,6.4,2.9,346.7,295.0,374.0,581456.7,5074616.0
311,TSHE,31.6,27.0,21.8,3.8,348.7,285.4,373.6,581458.7,5074606.4
312,TSHE,14.2,14.6,10.6,3.1,348.8,290.5,373.7,581458.8,5074611.5
313,PSME,121.6,53.0,26.1,5.4,361.9,276.0,374.0,581471.9,5074597.0
314,TSHE,12.7,13.4,9.4,3.1,366.3,275.7,373.5,581476.3,5074596.7
315,TSHE,14.3,14.7,10.7,3.1,367.5,277.7,373.5,581477.5,5074598.7
316,TABR,13.7,5.8,2.9,2.9,353.1,279.2,373.5,581463.1,5074600.2
317,PSME,148.8,56.1,30.0,5.9,354.3,281.9,373.8,581464.3,5074602.9
318,THPL,46.9,27.7,20.9,3.9,359.0,281.0,373.7,581469.0,5074602.0
319,TSHE,29.8,25.9,20.8,3.8,351.3,288.5,373.7,581461.3,5074609.5
320,TSHE,36.6,29.9,24.3,4.1,350.0,291.5,373.6,581460.0,5074612.5
322,TSHE,14.7,15.0,11.0,3.1,355.9,287.6,373.4,581465.9,5074608.6
324,TSHE,11.0,11.9,8.1,3.0,361.5,284.7,374.0,581471.5,5074605.7
326,TSHE,38.9,31.1,25.4,4.2,362.4,286.0,373.4,581472.4,5074607.0
327,THPL,76.5,37.1,26.1,4.3,352.2,297.3,373.7,581462.2,5074618.3
328,THPL,132.1,46.7,28.1,4.9,353.0,298.0,373.7,581463.0,5074619.0
330,THPL,59.9,32.4,23.7,4.1,368.8,284.3,373.2,581478.8,5074605.3
331,TSHE,76.5,45.9,35.9,6.5,363.0,295.1,373.9,581473.0,5074616.1
332,TSHE,14.1,14.5,10.5,3.1,363.2,296.3,373.7,581473.2,5074617.3
333,TSHE,36.9,30.1,24.4,4.1,365.8,295.4,373.2,581475.8,5074616.4
334,THPL,11.0,9.3,7.3,3.6,371.6,291.0,373.0,581481.6,5074612.0
335,TSHE,67.1,43.1,34.4,5.8,384.6,274.7,373.4,581494.6,5074595.7
336,TSHE,35.8,29.4,23.9,4.0,381.7,275.1,373.4,581491.7,5074596.1
337,TSHE,74.4,45.3,35.6,6.4,389.5,276.7,373.2,581499.5,5074597.7
338,TSHE,33.5,28.1,22.8,3.9,378.2,279.2,374.6,581488.2,5074600.2
339,THPL,123.7,45.7,28.2,4.8,383.4,278.5,373.4,581493.4,5074599.5
340,TSHE,23.2,21.5,16.9,3.5,391.5,277.7,373.1,581501.5,5074598.7
341,THPL,160.4,49.3,26.8,5.3,396.8,276.0,373.2,581506.8,5074597.0
342,TSHE,54.8,38.6,31.3,5.1,382.9,282.0,373.3,581492.9,5074603.0
344,TSHE,22.2,20.8,16.2,3.4,385.5,285.5,373.1,581495.5,5074606.5
345,TSHE,10.6,11.6,7.7,3.0,375.8,293.7,373.4,581485.8,5074614.7
346,TSHE,16.3,16.3,12.2,3.2,391.2,281.9,373.2,581501.2,5074602.9
347,TSHE,26.4,23.7,18.9,3.6,390.7,282.2,373.0,581500.7,5074603.2
348,TSHE,77.5,46.2,36.0,6.6,388.2,285.4,373.5,581498.2,5074606.4
349,TSHE,26.9,24.0,19.2,3.6,380.1,293.5,373.1,581490.1,5074614.5
350,THPL,182.1,50.7,25.2,5.4,384.7,296.9,373.3,581494.7,5074617.9
351,PSME,180.5,58.2,33.1,6.4,388.5,291.7,373.9,581498.5,5074612.7
352,THPL,120.9,45.4,28.3,4.8,392.1,291.5,373.1,581502.1,5074612.5
353,THPL,155.0,48.9,27.1,5.2,395.3,285.9,373.3,581505.3,5074606.9
354,TSHE,19.0,18.4,14.1,3.3,395.2,292.2,372.9,581505.2,5074613.2
355,PSME,142.5,55.5,29.2,5.8,398.7,284.9,373.5,581508.7,5074605.9
356,TSHE,54.3,38.4,31.1,5.0,397.3,298.9,373.3,581507.3,5074619.9
357,TSHE,45.4,34.4,28.1,4.5,399.5,286.1,373.3,581509.5,5074607.1
358,TSHE,71.5,44.5,35.2,6.2,390.1,250.3,374.2,581500.1,5074571.3
360,TABR,8.1,5.0,2.6,2.5,378.1,254.2,374.0,581488.1,5074575.2
361,TABR,9.3,5.4,2.9,2.6,388.6,254.2,373.6,581498.6,5074575.2
363,THPL,67.5,34.7,25.0,4.2,382.4,262.3,373.4,581492.4,5074583.3
365,TSHE,21.3,20.1,15.7,3.4,377.4,269.6,373.5,581487.4,5074590.6
366,TSHE,50.3,36.7,29.9,4.8,375.2,272.8,373.6,581485.2,5074593.8
367,TSHE,100.3,51.3,37.2,8.6,384.6,267.4,373.6,581494.6,5074588.4
369,TSHE,15.3,15.5,11.4,3.2,396.3,255.4,373.8,581506.3,5074576.4
371,TABR,9.2,5.9,3.4,2.6,388.3,271.0,373.3,581498.3,5074592.0
373,TABR,8.6,5.6,3.2,2.6,396.0,266.3,372.7,581506.0,5074587.3
374,TSHE,32.1,27.3,22.0,3.9,396.4,272.0,373.1,581506.4,5074593.0
376,PSME,126.3,53.7,26.8,5.5,399.5,260.7,373.7,581509.5,5074581.7
377,TSHE,39.2,31.3,25.5,4.2,399.0,262.8,373.7,581509.0,5074583.8
380,TSHE,35.2,29.1,23.6,4.0,377.8,226.0,374.7,581487.8,5074547.0
381,TSHE,64.9,42.3,33.9,5.7,389.6,227.5,374.7,581499.6,5074548.5
383,TSHE,89.2,49.1,37.0,7.6,380.2,233.3,374.7,581490.2,5074554.3
384,TSHE,9.6,10.7,6.9,3.0,386.6,233.5,374.4,581496.6,5074554.5
385,TSHE,10.1,11.1,7.3,3.0,395.1,228.0,374.5,581505.1,5074549.0
387,TABR,32.7,17.2,12.7,4.9,378.5,241.9,374.2,581488.5,5074562.9
388,TSHE,34.7,28.8,23.4,4.0,385.1,236.9,374.4,581495.1,5074557.9
389,TSHE,23.2,21.5,16.9,3.5,396.2,228.5,374.5,581506.2,5074549.5
390,TSHE,9.7,10.8,7.0,3.0,399.0,225.9,374.5,581509.0,5074546.9
391,TABR,16.3,8.4,5.3,3.2,387.7,236.8,374.4,581497.7,5074557.8
392,TSHE,18.9,18.3,14.0,3.3,392.0,234.1,374.4,581502.0,5074555.1
393,TSHE,23.3,21.5,16.9,3.5,390.3,236.8,374.3,581500.3,5074557.8
394,PSME,117.5,52.4,25.3,5.4,382.0,247.1,374.0,581492.0,5074568.1
395,THPL,121.4,45.4,28.3,4.8,381.5,248.4,373.3,581491.5,5074569.4
396,TSHE,24.0,22.0,17.4,3.5,383.3,246.7,374.2,581493.3,5074567.7
397,TABR,6.4,5.0,2.7,2.4,388.0,243.7,374.1,581498.0,5074564.7
398,PSME,126.6,53.7,26.9,5.5,390.7,242.7,374.5,581500.7,5074563.7
400,TSHE,5.8,7.2,3.6,2.8,396.6,232.4,374.4,581506.6,5074553.4
