TAG,SPECIES,DBH,HEIGHT,X,Y,UTM_X,UTM_Y
6603,PIMO,85.1,35.0,282.1,75.2,581392.1,5074396.2
6606,TSHE,87.9,36.7,276.9,79.5,581386.9,5074400.5
6624,TABR,9.0,6.4,297.6,57.0,581407.6,5074378.0
6637,TSHE,125.3,6.4,265.1,73.1,581375.1,5074394.1
6658,PIMO,74.6,48.0,264.2,61.7,581374.2,5074382.7
6668,TSHE,22.4,13.9,260.7,56.7,581370.7,5074377.7
6671,TABR,17.9,5.6,251.8,65.3,581361.8,5074386.3
6694,PSME,128.2,7.3,258.8,83.2,581368.8,5074404.2
6701,TSHE,52.4,15.5,257.5,86.6,581367.5,5074407.6
6711,TABR,17.5,5.7,242.3,96.7,581352.3,5074417.7
6715,PIMO,48.7,15.0,233.3,91.5,581343.3,5074412.5
6716,TABR,15.6,8.3,231.4,89.4,581341.4,5074410.4
6717,TABR,24.5,9.8,228.9,89.3,581338.9,5074410.3
6755,TABR,15.7,5.6,217.9,94.0,581327.9,5074415.0
6763,PSME,51.7,22.9,210.3,76.2,581320.3,5074397.2
6770,PSME,78.1,7.0,206.3,92.7,581316.3,5074413.7
6790,PSME,137.4,11.8,213.9,62.7,581323.9,5074383.7
6837,TSHE,7.2,3.8,184.3,62.2,581294.3,5074383.2
6845,PSME,48.7,9.9,198.1,99.5,581308.1,5074420.5
6847,PSME,70.8,9.0,194.5,98.9,581304.5,5074419.9
6850,ABAM,6.1,3.4,185.0,97.6,581295.0,5074418.6
6852,ABAM,5.9,3.6,186.5,96.6,581296.5,5074417.6
6861,PSME,77.0,8.4,184.2,83.3,581294.2,5074404.3
6887,PSME,45.3,13.2,158.0,80.3,581268.0,5074401.3
6888,PSME,51.1,7.5,157.2,79.4,581267.2,5074400.4
6892,PSME,65.3,3.4,154.2,88.5,581264.2,5074409.5
6902,TABR,5.9,2.9,173.7,71.7,581283.7,5074392.7
6906,TABR,11.9,4.4,161.0,67.4,581271.0,5074388.4
6913,TABR,62.7,5.7,171.1,53.7,581281.1,5074374.7
6919,PSME,53.9,4.8,153.9,57.8,581263.9,5074378.8
6927,TABR,17.0,7.4,140.6,74.3,581250.6,5074395.3
6951,PSME,67.3,9.3,128.7,72.9,581238.7,5074393.9
6956,CONU,8.5,2.3,125.4,72.5,581235.4,5074393.5
6960,PSME,107.0,6.6,144.7,95.5,581254.7,5074416.5
6963,ABGR,25.1,20.1,138.7,98.9,581248.7,5074419.9
6976,PSME,57.1,29.2,145.6,83.0,581255.6,5074404.0
6980,PSME,81.5,8.3,136.2,79.2,581246.2,5074400.2
6983,PSME,59.8,6.1,127.6,79.1,581237.6,5074400.1
6992,PSME,63.8,2.6,121.1,98.0,581231.1,5074419.0
7000,TABR,12.5,2.6,113.3,91.0,581223.3,5074412.0
7003,PSME,61.9,5.8,119.3,92.6,581229.3,5074413.6
7007,TABR,5.2,2.4,119.0,87.3,581229.0,5074408.3
7010,PSME,65.6,6.5,123.3,77.3,581233.3,5074398.3
7029,PSME,74.4,5.4,119.4,67.8,581229.4,5074388.8
7031,PSME,81.5,7.9,121.6,58.8,581231.6,5074379.8
7034,PSME,92.5,9.5,120.1,54.3,581230.1,5074375.3
7040,TABR,7.1,5.1,111.4,61.2,581221.4,5074382.2
7043,TSHE,7.1,3.0,109.6,57.5,581219.6,5074378.5
7056,PSME,75.8,12.0,98.0,73.4,581208.0,5074394.4
7059,TABR,8.0,7.4,91.8,69.7,581201.8,5074390.7
7063,PSME,81.5,35.5,94.7,67.4,581204.7,5074388.4
7077,TABR,6.8,2.3,99.5,97.9,581209.5,5074418.9
7082,TABR,5.0,3.1,94.5,89.4,581204.5,5074410.4
7084,PSME,91.9,45.1,91.0,86.4,581201.0,5074407.4
7085,PSME,76.1,12.0,93.5,87.3,581203.5,5074408.3
7117,TSHE,7.7,3.4,71.9,98.2,581181.9,5074419.2
7120,PSME,110.0,12.8,91.0,94.2,581201.0,5074415.2
7121,PSME,95.0,39.8,91.7,94.0,581201.7,5074415.0
7145,TABR,6.0,2.2,53.5,91.3,581163.5,5074412.3
7146,TABR,6.3,2.9,52.0,93.1,581162.0,5074414.1
7160,PSME,77.1,12.9,51.3,59.8,581161.3,5074380.8
7190,PSME,73.9,7.3,33.6,62.5,581143.6,5074383.5
7199,PSME,53.3,3.2,47.3,98.1,581157.3,5074419.1
7203,PSME,60.9,5.8,45.6,93.5,581155.6,5074414.5
7208,TABR,8.2,3.3,46.5,85.4,581156.5,5074406.4
7210,TABR,20.2,4.0,47.2,83.9,581157.2,5074404.9
7224,TSHE,5.5,3.2,30.1,90.0,581140.1,5074411.0
7226,TSHE,18.1,5.0,34.2,88.1,581144.2,5074409.1
7227,TABR,16.4,6.1,36.0,89.9,581146.0,5074410.9
7247,TABR,17.2,8.2,13.1,92.1,581123.1,5074413.1
7254,TSHE,15.0,7.3,8.0,89.9,581118.0,5074410.9
7271,PIMO,51.6,10.7,8.1,53.4,581118.1,5074374.4
7305,TSHE,32.6,11.8,14.0,45.0,581124.0,5074366.0
7313,TSHE,16.3,6.2,17.9,26.0,581127.9,5074347.0
7314,PSME,132.6,30.5,14.6,30.6,581124.6,5074351.6
7329,TSHE,30.8,6.0,9.1,22.0,581119.1,5074343.0
7332,TSHE,11.2,5.5,12.7,21.2,581122.7,5074342.2
7348,TSHE,14.6,9.7,4.0,14.1,581114.0,5074335.1
7353,TABR,25.5,13.8,6.9,8.7,581116.9,5074329.7
7367,PSME,74.8,26.7,47.4,5.8,581157.4,5074326.8
7375,PSME,101.1,17.5,33.5,10.8,581143.5,5074331.8
7391,TABR,7.8,2.9,29.5,26.3,581139.5,5074347.3
7437,PSME,83.2,12.1,63.5,29.8,581173.5,5074350.8
7439,PSME,99.2,32.0,73.7,25.2,581183.7,5074346.2
7460,PSME,77.6,16.0,74.1,23.1,581184.1,5074344.1
7471,PSME,71.5,23.8,59.1,15.8,581169.1,5074336.8
7477,PSME,69.2,6.1,51.5,10.1,581161.5,5074331.1
7478,PSME,93.8,25.6,56.7,9.1,581166.7,5074330.1
7480,TABR,22.1,5.6,59.9,2.1,581169.9,5074323.1
7485,PSME,72.5,9.4,76.8,15.3,581186.8,5074336.3
7494,TSHE,7.7,6.9,95.1,9.9,581205.1,5074330.9
7498,TSHE,6.0,2.3,90.3,12.9,581200.3,5074333.9
7520,TABR,11.3,5.0,104.5,42.7,581214.5,5074363.7
7529,PSME,89.4,8.8,98.6,40.8,581208.6,5074361.8
7531,PSME,69.0,20.0,98.5,48.8,581208.5,5074369.8
7558,ABAM,72.0,16.5,103.5,21.0,581213.5,5074342.0
7596,TABR,6.9,3.1,147.5,20.6,581257.5,5074341.6
7608,ABAM,48.3,3.1,135.1,13.6,581245.1,5074334.6
7621,PSME,109.7,55.0,176.0,38.5,581286.0,5074359.5
7622,TABR,11.8,4.2,162.7,38.1,581272.7,5074359.1
7637,PSME,125.3,29.7,147.8,48.1,581257.8,5074369.1
7649,ABAM,50.2,13.7,155.8,45.9,581265.8,5074366.9
7660,TSHE,47.9,26.5,173.4,25.2,581283.4,5074346.2
7664,ABGR,45.6,38.3,159.9,33.1,581269.9,5074354.1
7670,PSME,95.2,41.5,164.5,20.6,581274.5,5074341.6
7676,TABR,5.6,2.4,155.4,29.6,581265.4,5074350.6
7681,TABR,7.6,3.1,167.2,10.4,581277.2,5074331.4
7687,TSHE,8.0,2.5,171.0,0.1,581281.0,5074321.1
7702,ABGR,22.5,8.1,200.4,0.7,581310.4,5074321.7
7713,TABR,11.6,7.1,190.5,15.7,581300.5,5074336.7
7721,ABGR,50.0,26.7,195.3,15.9,581305.3,5074336.9
7726,ABAM,5.8,3.4,180.5,26.2,581290.5,5074347.2
7735,PIMO,110.6,40.3,202.0,42.4,581312.0,5074363.4
7740,PSME,87.9,46.8,189.8,30.7,581299.8,5074351.7
7741,PSME,86.4,46.6,189.6,32.9,581299.6,5074353.9
7752,PSME,57.2,18.3,201.6,40.8,581311.6,5074361.8
7767,PSME,71.3,13.0,209.3,41.9,581319.3,5074362.9
7770,PSME,65.5,8.3,216.5,32.5,581326.5,5074353.5
8001,TABR,14.3,7.0,236.6,2.0,581346.6,5074323.0
8006,TSHE,5.9,3.6,246.3,6.2,581356.3,5074327.2
8014,PSME,96.5,16.5,233.8,15.0,581343.8,5074336.0
8031,PSME,86.6,44.4,231.7,42.2,581341.7,5074363.2
8064,TABR,7.7,6.3,264.2,42.5,581374.2,5074363.5
8067,TABR,33.5,2.5,247.6,45.4,581357.6,5074366.4
8071,TSHE,7.8,2.5,240.4,43.0,581350.4,5074364.0
8077,ABAM,12.9,7.2,260.8,42.4,581370.8,5074363.4
8089,TABR,11.7,2.9,257.0,33.5,581367.0,5074354.5
8091,PSME,114.0,9.8,270.2,18.3,581380.2,5074339.3
8114,TABR,8.1,3.4,275.0,31.4,581385.0,5074352.4
8126,PSME,100.8,29.7,303.7,46.2,581413.7,5074367.2
8139,PSME,86.7,26.5,264.9,8.0,581374.9,5074329.0
8146,PSME,120.1,8.4,301.2,2.3,581411.2,5074323.3
8166,PIMO,77.3,49.0,286.4,31.1,581396.4,5074352.1
8172,PSME,119.2,7.2,295.0,36.7,581405.0,5074357.7
8177,ABAM,15.3,11.2,294.0,45.6,581404.0,5074366.6
8199,PSME,108.0,19.1,317.5,46.1,581427.5,5074367.1
8204,TABR,6.6,3.7,319.6,41.7,581429.6,5074362.7
8209,PSME,106.1,28.3,308.1,41.3,581418.1,5074362.3
8221,PSME,66.5,21.5,318.2,35.0,581428.2,5074356.0
8238,PSME,67.6,16.2,330.3,50.3,581440.3,5074371.3
8240,PSME,56.3,7.4,333.4,47.8,581443.4,5074368.8
8241,PSME,92.0,8.5,332.3,45.2,581442.3,5074366.2
8243,TABR,7.8,3.5,336.3,49.7,581446.3,5074370.7
8252,ABGR,57.9,16.7,307.2,22.4,581417.2,5074343.4
8255,ABGR,59.5,35.5,312.2,19.3,581422.2,5074340.3
8256,ABGR,44.2,35.8,312.7,17.5,581422.7,5074338.5
8282,TABR,9.7,4.4,348.6,46.5,581458.6,5074367.5
8303,TABR,9.3,5.3,334.9,34.0,581444.9,5074355.0
8307,TABR,12.7,6.3,341.4,30.7,581451.4,5074351.7
8314,PSME,122.0,21.6,348.3,35.6,581458.3,5074356.6
8315,TSHE,12.5,7.5,347.9,33.1,581457.9,5074354.1
8327,ABAM,62.5,13.6,325.5,23.4,581435.5,5074344.4
8347,TABR,7.8,2.6,346.2,8.3,581456.2,5074329.3
8353,TABR,10.7,3.0,341.0,7.0,581451.0,5074328.0
8355,TSHE,6.9,2.6,338.1,8.9,581448.1,5074329.9
8382,TSHE,7.5,3.1,368.3,20.6,581478.3,5074341.6
8392,TABR,8.2,4.4,353.9,20.3,581463.9,5074341.3
8398,TABR,11.8,4.8,356.7,34.3,581466.7,5074355.3
8400,TABR,13.6,5.0,351.6,36.7,581461.6,5074357.7
8424,TSHE,54.9,6.0,384.0,48.7,581494.0,5074369.7
8442,PSME,71.9,13.5,392.5,38.0,581502.5,5074359.0
9243,PSME,59.7,2.4,145.4,128.3,581255.4,5074449.3
9245,PSME,69.7,4.6,183.4,139.0,581293.4,5074460.0
9246,PSME,90.5,4.0,195.0,158.6,581305.0,5074479.6
9247,PSME,90.1,3.2,183.9,154.0,581293.9,5074475.0
9248,UNK,40.9,3.0,174.4,170.0,581284.4,5074491.0
9249,PSME,26.7,3.3,105.7,174.3,581215.7,5074495.3
9250,PSME,62.4,2.6,195.3,171.7,581305.3,5074492.7
9251,PSME,38.5,12.9,182.9,284.3,581292.9,5074605.3
9252,PSME,33.4,2.4,177.5,282.9,581287.5,5074603.9
9254,TSHE,12.0,2.4,30.3,277.7,581140.3,5074598.7
