tree_x,tree_y,species,dbh
581481.489,5074466.078,ABAM,6.7
581484.321,5074450.182,TABR,12.1
581456.931,5074446.505,TSHE,14.2
581452.247,5074448.027,TSHE,76.1
581450.195,5074448.287,PSME,65.6
581436.543,5074451.45,TSHE,11.9
581441.784,5074451.236,TABR,6.6
581443.663,5074450.987,TSHE,8.1
581447.923,5074450.642,TSHE,63.3
581444.033,5074453.643,THPL,36.9
581439.755,5074454.942,TSHE,9.5
581440.509,5074456.039,TSHE,27.7
581445.168,5074454.764,THPL,85.3
581445.211,5074455.489,THPL,53.0
581445.369,5074455.782,THPL,18.4
581443.765,5074458.501,TSHE,10.0
581437.709,5074462.175,ABGR,98.2
581440.722,5074465.696,PSME,103.9
581437.448,5074468.573,TABR,13.9
581440.104,5074470.383,PSME,70.3
581446.018,5074464.855,TSHE,98.6
581445.988,5074467.189,ABAM,6.5
581451.555,5074458.898,TSHE,15.4
581454.398,5074453.94,TSHE,19.4
581455.275,5074454.011,TABR,16.2
581452.335,5074463.261,TABR,16.4
581452.573,5074466.69,TABR,18.1
581453.754,5074460.932,TSHE,27.9
581453.853,5074461.752,TSHE,26.9
581454.686,5074459.764,TSHE,11.8
581454.9,5074457.764,TABR,17.2
581457.048,5074451.686,TSHE,23.0
581457.951,5074453.219,TABR,14.8
581457.818,5074454.159,TABR,13.2
581454.616,5074462.459,TSHE,12.6
581456.714,5074458.872,PSME,71.3
581456.84,5074465.825,TSHE,24.0
581458.602,5074461.054,PSME,94.5
581459.4,5074469.904,PSME,82.2
581425.218,5074446.743,TSHE,27.6
581422.33,5074446.876,TSHE,8.3
581422.914,5074447.745,TSHE,85.8
581424.897,5074451.544,TSHE,73.6
581415.386,5074457.577,TABR,8.6
581411.208,5074461.021,TABR,12.6
581410.834,5074461.672,TABR,11.4
581412.547,5074463.034,PSME,100.4
581420.765,5074459.141,PSME,78.6
581425.802,5074454.005,TABR,14.7
581425.096,5074455.84,PSME,98.1
581420.35,5074460.292,TSHE,69.1
581409.921,5074470.249,PSME,64.6
581413.144,5074468.531,TSHE,27.8
581416.491,5074464.917,TSHE,8.0
581414.896,5074468.813,TSHE,9.4
581418.444,5074467.944,TSHE,16.5
581420.251,5074465.52,ABAM,5.2
581424.863,5074457.165,TSHE,53.9
581429.0,5074452.567,TSHE,12.5
581430.524,5074451.699,TABR,31.2
581431.95,5074449.226,TSHE,24.0
581434.793,5074446.324,TABR,8.1
581425.593,5074460.762,TSHE,66.6
581426.485,5074466.48,PSME,63.3
581426.39,5074468.705,TABR,32.3
581429.598,5074467.418,ABAM,6.4
581429.173,5074459.474,TABR,11.7
581434.482,5074448.751,PSME,36.1
581434.582,5074457.317,ABAM,45.9
581432.822,5074462.9,TSHE,9.8
581432.009,5074466.02,ABAM,7.1
581432.869,5074467.063,TSHE,28.0
581487.832,5074500.501,PSME,147.6
581485.387,5074500.749,ABAM,6.1
581485.604,5074503.009,THPL,8.8
581496.541,5074499.415,TSHE,86.9
581491.441,5074502.669,ABAM,6.0
581489.517,5074504.277,ABAM,7.5
581494.634,5074502.387,TABR,6.1
581500.077,5074500.558,TSHE,68.7
581490.384,5074506.327,ABAM,14.3
581488.697,5074507.624,TSHE,6.4
581485.709,5074509.916,TSHE,17.4
581492.041,5074506.271,ABAM,8.1
581493.578,5074505.425,ABAM,5.1
581495.679,5074506.212,ABAM,5.6
581497.961,5074505.031,ABAM,7.6
581492.396,5074509.757,PSME,129.0
581490.897,5074511.458,ABAM,7.7
581486.211,5074514.316,ABAM,5.3
581489.23,5074514.16,PSME,109.6
581505.49,5074500.07,TSHE,49.7
581488.203,5074518.541,TSHE,8.9
581486.776,5074520.575,TABR,16.3
581495.782,5074510.901,TABR,30.3
581491.918,5074516.971,ABGR,64.8
581493.901,5074518.815,TSHE,13.0
581497.481,5074516.798,ABAM,5.5
581500.367,5074513.039,PSME,71.1
581499.081,5074516.331,ABAM,5.9
581504.836,5074506.452,TSHE,24.9
581500.93,5074518.14,ABAM,6.6
581504.223,5074511.157,TSHE,9.3
581505.28,5074510.22,TSHE,42.8
581504.516,5074518.438,PSME,91.9
581506.242,5074515.023,PSME,86.9
581506.793,5074509.016,TSHE,18.9
581508.613,5074512.973,TSHE,44.5
581486.775,5074478.767,TABR,6.7
581486.52,5074479.86,TSHE,46.5
581485.68,5074483.401,TABR,9.6
581490.7935,5074481.643,TSHE,12.7
581495.907,5074479.885,PSME,87.2
581493.447,5074481.135,TABR,10.5
581493.281,5074481.223,TABR,8.4
581496.428,5074480.936,TSHE,12.4
581491.931,5074483.844,TABR,5.8
581490.546,5074484.496,ABAM,19.1
581490.442,5074486.22,TABR,5.5
581492.759,5074487.002,TABR,6.1
581494.674,5074485.924,TABR,5.7
581496.126,5074484.402,TSHE,12.5
581502.023,5074478.781,TSHE,20.4
581504.704,5074476.827,THPL,109.8
581493.494,5074488.957,TSHE,17.8
581493.585,5074489.586,TSHE,89.2
581490.474,5074493.495,ABAM,6.2
581500.442,5074483.971,TSHE,36.9
581506.584,5074475.731,TSHE,21.7
581503.571,5074482.848,ABGR,56.1
581499.924,5074490.389,TSHE,12.9
581498.84,5074492.181,TABR,8.0
581500.674,5074489.757,TSHE,7.9
581500.565,5074490.459,TSHE,10.1
581505.156,5074480.874,TSHE,17.8
581506.568,5074478.199,THPL,89.6
581504.617,5074484.648,TSHE,18.0
581504.591,5074486.094,TSHE,8.9
581503.252,5074489.21,TSHE,34.9
581501.541,5074492.19,PSME,57.6
581505.438,5074489.007,TSHE,7.4
581506.582,5074485.383,TSHE,16.1
581509.018,5074492.549,PSME,67.3
581510.102,5074489.632,TSHE,55.7
581506.983,5074519.505,ABAM,7.0
581505.002,5074446.517,TSHE,7.6
581487.236,5074446.726,TSHE,14.3
581485.53,5074450.627,TSHE,89.2
581488.353,5074449.65,TSHE,7.8
581495.116,5074448.606,TSHE,16.3
581499.991,5074447.593,TSHE,74.9
581501.263,5074447.772,TABR,5.4
581495.605,5074451.096,PSME,102.3
581487.51,5074454.566,PSME,56.5
581490.281,5074454.022,TABR,10.1
581498.847,5074452.942,TSHE,13.0
581508.003,5074447.475,TSHE,70.6
581508.531,5074446.863,TSHE,37.6
581486.999,5074459.426,TSHE,9.3
581494.843,5074456.027,TSHE,9.4
581485.163,5074463.234,TSHE,34.6
581490.707,5074459.863,TSHE,18.6
581492.765,5074460.995,TSHE,22.4
581494.934,5074460.48,PSME,36.3
581495.136,5074463.462,TSHE,82.1
581498.974,5074458.767,TSHE,64.0
581499.059,5074458.482,TSHE,13.8
581503.811,5074453.053,TSHE,18.6
581493.95,5074465.437,TSHE,33.9
581488.725,5074470.682,TSHE,76.4
581499.353,5074461.691,TSHE,67.9
581502.719,5074459.608,TSHE,16.7
581501.832,5074470.444,TSHE,61.9
581503.009,5074468.011,TSHE,25.0
581505.389,5074465.663,PSME,65.3
581507.188,5074460.983,TSHE,16.0
581508.179,5074457.85,TSHE,16.9
581509.735,5074462.747,TSHE,82.3
581497.567,5074421.055,TSHE,9.2
581494.864,5074421.524,TABR,31.6
581492.272,5074422.331,PSME,64.6
581485.756,5074421.903,TSHE,60.9
581485.978,5074424.98,TABR,16.5
581497.098,5074423.234,TSHE,5.6
581501.14,5074424.016,TSHE,16.4
581503.688,5074423.471,TSHE,23.7
581494.847,5074426.887,TSHE,5.6
581496.995,5074427.136,TABR,9.1
581491.123,5074428.763,PSME,124.5
581487.407,5074430.081,TABR,15.1
581486.684,5074432.146,CONU,7.1
581491.265,5074431.557,TABR,12.5
581497.469,5074428.495,ABGR,40.6
581507.797,5074421.971,TSHE,9.6
581501.817,5074428.807,TABR,20.3
581492.097,5074433.788,PSME,77.0
581492.194,5074434.62,TSHE,87.0
581490.029,5074437.864,TABR,9.7
581485.713,5074444.486,TSHE,24.4
581492.897,5074437.83,TSHE,13.3
581493.92,5074437.416,TSHE,5.9
581495.052,5074435.956,TSHE,15.6
581491.632,5074441.279,TABR,5.9
581491.247,5074442.067,TSHE,22.1
581497.369,5074436.628,TABR,10.0
581498.704,5074434.924,TABR,15.4
581501.395,5074430.925,TABR,15.0
581493.674,5074441.146,TSHE,61.9
581491.902,5074445.505,TSHE,14.9
581491.918,5074445.334,TSHE,11.4
581492.716,5074444.862,TSHE,67.6
581498.0,5074437.36,TABR,7.2
581498.268,5074437.979,TSHE,33.2
581497.413,5074440.737,TSHE,12.3
581495.236,5074443.62,TSHE,27.8
581498.149,5074445.413,PIMO,63.0
581502.642,5074440.663,TSHE,101.0
581504.266,5074441.054,TABR,10.2
581505.249,5074437.841,TABR,11.6
581505.946,5074435.78,TSHE,40.9
581507.762,5074429.172,TSHE,41.9
581507.028,5074445.776,THPL,23.9
581470.187,5074422.639,TSHE,79.1
581461.896,5074421.539,TABR,20.3
581463.415,5074425.523,TSHE,33.3
581461.963,5074425.84,TSHE,17.5
581462.392,5074427.345,TSHE,74.3
581466.459,5074428.078,PSME,104.5
581475.872,5074425.485,PSME,87.8
581462.026,5074432.841,PSME,29.1
581461.029,5074435.481,TABR,5.9
581460.628,5074437.65,PSME,93.5
581463.956,5074438.892,TABR,17.7
581471.289,5074430.406,TABR,30.7
581463.692,5074441.011,PSME,53.0
581463.073,5074442.957,PSME,69.0
581464.656,5074438.042,ABAM,5.6
581471.459,5074435.31,TABR,11.3
581472.294,5074435.033,TABR,22.4
581469.726,5074438.927,TABR,6.6
581469.532,5074438.9,TABR,11.5
581465.584,5074442.715,TABR,15.7
581463.741,5074444.155,TSHE,59.0
581475.066,5074435.458,PSME,73.6
581480.325,5074427.487,TSHE,53.0
581480.83,5074428.631,TSHE,98.0
581480.606,5074427.647,TSHE,36.0
581483.8,5074423.088,TABR,14.5
581473.718,5074438.504,TABR,10.2
581473.787,5074440.113,TSHE,26.9
581475.316,5074437.523,TSHE,7.0
581472.139,5074446.006,TABR,13.3
581477.216,5074440.161,PSME,70.7
581479.694,5074438.094,TSHE,20.8
581481.862,5074434.002,TSHE,7.2
581482.514,5074432.722,TSHE,5.3
581482.258,5074437.099,PSME,101.0
581481.512,5074443.913,TSHE,9.4
581457.18,5074421.479,TABR,18.3
581452.753,5074421.227,TABR,8.5
581443.593,5074422.619,TABR,8.5
581443.531,5074422.758,TABR,9.3
581436.569,5074426.945,TSHE,37.0
581447.552,5074424.995,TSHE,19.3
581445.391,5074426.584,TSHE,41.1
581441.683,5074427.859,TSHE,8.9
581438.202,5074431.012,TSHE,60.2
581438.406,5074431.659,TSHE,12.7
581439.264,5074431.393,TSHE,27.1
581448.284,5074426.815,TSHE,54.0
581450.551,5074426.259,TABR,9.0
581452.9,5074425.176,TABR,11.1
581440.216,5074433.111,TSHE,19.9
581445.572,5074432.085,TSHE,17.5
581446.159,5074432.363,TSHE,19.1
581435.744,5074441.41,TABR,7.8
581445.975,5074434.231,TABR,11.6
581446.164,5074434.156,TABR,6.0
581444.432,5074435.637,TSHE,38.6
581454.919,5074425.845,TABR,12.2
581455.073,5074425.511,TABR,16.0
581458.213,5074423.105,TSHE,8.2
581442.158,5074439.134,TSHE,65.3
581442.487,5074441.173,TSHE,18.4
581442.5,5074442.151,TSHE,35.8
581447.173,5074436.196,TSHE,16.5
581448.289,5074435.395,TSHE,14.1
581448.875,5074437.69,TSHE,33.3
581450.498,5074435.501,PIMO,35.6
581450.844,5074435.146,TSHE,19.2
581448.407,5074441.114,TSHE,17.8
581451.605,5074442.298,TSHE,8.8
581451.482,5074444.317,TSHE,10.5
581452.606,5074442.883,TSHE,5.7
581454.224,5074443.26,TSHE,10.5
581456.236,5074434.195,TSHE,74.5
581455.335,5074442.861,PSME,108.5
581456.834,5074443.566,TSHE,13.2
581459.303,5074443.947,TSHE,8.1
581459.755,5074441.356,TSHE,7.4
581424.954,5074421.075,PIMO,59.2
581411.235,5074422.699,TSHE,11.3
581425.016,5074421.942,TSHE,40.4
581420.287,5074423.665,TSHE,10.5
581413.349,5074427.675,ABGR,63.6
581416.553,5074427.306,TSHE,26.9
581410.74,5074432.258,TSHE,72.2
581416.353,5074431.125,TSHE,11.1
581415.239,5074432.423,TABR,8.5
581415.348,5074433.943,TABR,20.0
581417.888,5074432.396,TSHE,60.0
581418.922,5074432.994,TSHE,65.8
581423.024,5074429.677,TSHE,17.1
581414.044,5074438.366,TSHE,46.1
581410.496,5074444.663,TSHE,46.2
581419.438,5074438.976,ABAM,5.4
581422.32,5074435.392,TSHE,44.3
581419.734,5074441.09,PIMO,42.1
581430.946,5074427.205,TSHE,67.1
581433.413,5074424.635,TSHE,18.8
581431.707,5074427.699,TSHE,18.3
581431.958,5074427.728,TSHE,10.5
581429.556,5074431.55,TSHE,14.3
581426.547,5074438.429,TSHE,84.3
581427.517,5074438.289,TSHE,10.8
581428.072,5074438.424,TSHE,54.5
581430.159,5074435.913,TSHE,59.8
581430.019,5074442.69,PSME,57.1
581432.729,5074428.431,TSHE,34.0
581433.118,5074428.327,TSHE,51.0
581433.773,5074436.504,TSHE,9.0
581424.299,5074444.725,TSHE,11.2
581479.889,5074493.505,ABAM,5.3
581459.807,5074434.833,TSHE,22.9
581394.059,5074497.661,TSHE,5.5
581389.236,5074499.544,TSHE,86.7
581385.363,5074503.276,TSHE,54.7
581385.516,5074504.649,TABR,6.1
581402.852,5074498.401,TSHE,5.4
581401.491,5074499.264,THPL,97.6
581402.65,5074499.459,TSHE,6.1
581399.495,5074501.128,PIMO,84.6
581397.478,5074502.04,TSHE,5.2
581398.301,5074502.649,TSHE,10.4
581389.642,5074506.706,TSHE,6.2
581389.987,5074506.743,TABR,10.2
581391.753,5074508.068,ABAM,6.8
581398.903,5074504.416,TSHE,23.9
581399.132,5074504.621,TSHE,10.2
581402.141,5074505.058,TSHE,33.3
581401.242,5074506.828,TSHE,5.0
581393.569,5074513.155,PSME,90.9
581391.731,5074514.647,TABR,17.7
581400.416,5074510.602,TSHE,15.6
581401.464,5074509.577,TSHE,20.9
581400.46,5074510.946,TSHE,7.1
581400.987,5074510.963,TSHE,5.8
581401.573,5074510.455,TSHE,18.9
581396.093,5074519.41,TSHE,43.2
581400.481,5074513.557,ABGR,52.3
581400.722,5074515.151,PIMO,70.1
581404.379,5074508.143,ABGR,79.1
581402.859,5074513.508,TSHE,54.0
581408.869,5074503.767,PSME,144.1
581408.262,5074507.09,TABR,10.9
581407.809,5074510.363,TSHE,7.7
581409.122,5074509.698,TSHE,8.3
581408.771,5074511.047,PSME,114.1
581408.668,5074512.317,TABR,13.8
581397.249,5074471.278,TSHE,31.7
581396.883,5074471.276,NA'(,76.0
581393.504,5074470.862,ABAM,9.0
581389.375,5074472.507,ABAM,5.2
581387.864,5074475.107,TSHE,88.9
581400.039,5074472.491,TABR,11.8
581386.984,5074479.927,TSHE,16.7
581386.577,5074483.259,TSHE,7.0
581392.529,5074478.469,ABAM,5.2
581402.392,5074474.398,PSME,114.9
581395.096,5074479.576,TSHE,5.9
581395.652,5074479.648,TSHE,37.0
581391.121,5074484.105,TSHE,5.1
581394.684,5074483.308,PSME,81.3
581388.311,5074488.464,PSME,92.7
581386.684,5074491.962,THPL,21.6
581389.893,5074492.508,TSHE,64.6
581395.457,5074487.407,CONU,6.5
581400.477,5074481.613,TSHE,82.1
581398.637,5074486.726,PSME,74.0
581398.326,5074488.082,TABR,5.8
581401.071,5074493.995,PSME,72.0
581402.209,5074490.604,TABR,9.8
581402.931,5074491.806,TSHE,54.7
581404.959,5074483.053,PSME,82.5
581407.821,5074476.123,TSHE,10.6
581405.034,5074487.746,ABAM,5.2
581408.085,5074481.167,TSHE,32.7
581409.359,5074475.315,TSHE,29.6
581409.466,5074475.618,TSHE,56.0
581374.741,5074471.224,TSHE,19.7
581377.929,5074471.29,PSME,53.7
581366.819,5074472.223,TSHE,35.5
581363.061,5074473.501,TSHE,13.8
581367.744,5074473.405,PSME,105.5
581360.265,5074474.958,TSHE,31.0
581367.649,5074476.067,ABAM,6.1
581383.909,5074470.83,ABAM,5.2
581364.235,5074477.745,TSHE,51.8
581362.4,5074479.684,TSHE,24.2
581361.814,5074481.053,TABR,9.1
581367.768,5074478.823,PSME,74.4
581362.779,5074483.301,PSME,61.5
581365.19,5074481.999,ABAM,66.6
581361.988,5074485.271,NA'(,42.2
581371.948,5074478.907,TSHE,8.5
581377.831,5074475.256,TSHE,13.2
581366.974,5074482.969,TABR,14.2
581366.154,5074484.939,TSHE,5.2
581360.919,5074488.769,PSME,80.2
581367.892,5074485.7,TABR,16.4
581367.607,5074486.353,PIMO,62.3
581370.901,5074483.932,TSHE,11.8
581363.555,5074489.268,TABR,10.1
581364.649,5074490.902,ABAM,5.4
581365.65,5074492.082,TSHE,6.2
581363.158,5074493.314,ABAM,14.0
581365.699,5074492.477,TSHE,6.6
581367.115,5074491.079,ABGR,27.5
581372.749,5074485.235,TSHE,22.0
581376.024,5074481.141,TSHE,10.6
581370.854,5074489.367,TSHE,18.9
581365.553,5074495.325,ABAM,6.9
581369.073,5074493.502,TSHE,6.0
581372.789,5074488.348,ABGR,38.6
581369.982,5074493.492,PSME,116.0
581373.743,5074488.342,ABAM,6.6
581374.169,5074488.037,CONU,8.1
581379.704,5074478.885,TSHE,55.7
581383.306,5074474.811,TSHE,37.8
581377.773,5074485.495,PSME,60.5
581374.394,5074491.597,TSHE,12.0
581375.315,5074491.032,PSME,142.9
581375.302,5074491.885,TSHE,6.5
581374.829,5074494.469,TABR,6.8
581382.129,5074479.853,PSME,98.5
581380.653,5074485.096,TABR,6.5
581380.806,5074485.473,TABR,15.4
581377.595,5074494.749,TABR,7.8
581378.097,5074495.518,TABR,7.8
581379.053,5074494.52,TSHE,10.5
581380.393,5074492.262,TABR,5.7
581382.599,5074482.62,TSHE,6.3
581385.194,5074491.637,TSHE,105.0
581368.147,5074497.314,PSME,106.0
581364.133,5074497.527,TSHE,21.9
581364.6,5074497.683,TSHE,7.9
581364.614,5074498.025,TSHE,6.4
581363.53,5074499.223,TSHE,12.9
581372.441,5074499.624,TSHE,25.7
581374.377,5074499.149,TABR,9.3
581360.197,5074506.467,TSHE,61.8
581371.152,5074502.236,TSHE,11.7
581384.467,5074496.202,TSHE,8.1
581377.068,5074501.131,TSHE,39.9
581375.715,5074501.878,TSHE,72.3
581375.466,5074502.606,TABR,6.0
581369.019,5074504.583,TABR,14.1
581364.135,5074508.078,TABR,13.0
581363.28,5074508.74,CONU,7.0
581364.108,5074513.002,PSME,84.7
581364.628,5074513.841,TSHE,13.2
581363.218,5074516.625,PSME,88.8
581371.331,5074508.32,TABR,9.8
581369.937,5074510.141,TSHE,20.5
581370.676,5074511.207,CONU,8.3
581370.878,5074512.632,ABAM,18.8
581375.642,5074507.861,TSHE,11.8
581362.429,5074519.754,TABR,11.5
581362.257,5074519.927,TABR,7.9
581368.518,5074519.229,ABAM,5.0
581379.966,5074507.036,TSHE,32.0
581378.345,5074518.924,TSHE,108.7
581381.704,5074516.678,TSHE,24.6
581381.788,5074515.061,TABR,6.7
581383.301,5074513.983,TABR,5.5
581382.251,5074507.143,TSHE,32.5
581382.783,5074508.114,TABR,12.0
581384.074,5074509.698,TABR,15.8
581384.599,5074509.661,TABR,5.0
581384.182,5074498.529,THPL,8.7
581403.916,5074446.006,NA'(,44.2
581403.344,5074446.766,TABR,23.0
581385.131,5074446.671,TSHE,18.6
581386.034,5074448.607,ABAM,5.9
581388.666,5074448.207,TSHE,11.9
581389.204,5074451.826,TSHE,7.8
581385.671,5074455.765,ABAM,7.1
581393.814,5074450.447,ABAM,80.0
581397.057,5074449.802,TABR,15.6
581400.06,5074448.808,ABAM,6.0
581395.731,5074453.573,TSHE,43.2
581392.47,5074455.36,PSME,124.3
581388.332,5074456.756,TABR,28.1
581386.274,5074458.287,TSHE,5.4
581386.178,5074460.541,ABAM,17.0
581387.726,5074461.973,ABAM,20.4
581390.81,5074460.745,PSME,120.5
581398.444,5074453.584,ABAM,6.5
581387.434,5074463.53,ABAM,7.5
581386.162,5074470.265,ABAM,7.4
581387.931,5074469.438,ABAM,10.0
581391.196,5074464.483,TSHE,28.2
581390.239,5074468.277,ABAM,13.0
581392.241,5074462.848,ABAM,9.5
581395.41,5074460.531,PSME,72.8
581395.225,5074462.689,ABAM,5.2
581395.291,5074464.309,TSHE,5.8
581399.225,5074460.018,PSME,98.3
581398.531,5074465.353,PSME,100.0
581399.679,5074468.537,ABAM,21.0
581401.428,5074462.322,ABAM,21.2
581406.81,5074453.62,TSHE,96.0
581401.672,5074466.039,TABR,17.2
581402.372,5074466.214,TABR,13.5
581405.194,5074463.752,ABAM,18.5
581410.0,5074467.07,TSHE,9.4
581366.014,5074446.528,TSHE,13.9
581367.437,5074449.12,PSME,126.5
581365.577,5074450.288,ABAM,5.0
581363.892,5074451.934,TSHE,21.3
581368.012,5074449.999,TSHE,28.4
581370.539,5074448.217,TSHE,12.6
581373.178,5074448.144,ABAM,10.2
581374.518,5074447.599,TSHE,13.4
581378.691,5074446.238,ABAM,10.6
581376.998,5074447.356,ABPR,66.1
581371.114,5074450.525,TSHE,19.2
581364.351,5074454.977,TABR,23.7
581365.377,5074454.146,TSHE,5.0
581362.47,5074456.484,ABAM,12.1
581364.096,5074456.445,TABR,10.0
581364.328,5074457.715,ABAM,61.2
581376.83,5074450.822,ABAM,16.7
581380.026,5074448.345,ABAM,6.0
581380.797,5074449.539,ABAM,9.7
581375.615,5074452.968,ABAM,5.1
581367.055,5074457.906,TSHE,20.7
581366.407,5074459.486,PSME,60.6
581366.027,5074459.922,TSHE,5.8
581361.956,5074463.15,THPL,32.8
581367.381,5074460.276,TSHE,31.2
581371.543,5074456.964,PSME,64.9
581374.358,5074456.089,PSME,124.7
581374.291,5074457.27,TSHE,14.5
581378.211,5074452.64,TSHE,6.2
581382.493,5074448.871,ABAM,7.7
581381.247,5074450.736,ABAM,10.7
581373.053,5074459.64,TSHE,25.1
581368.239,5074464.344,PSME,123.0
581365.218,5074466.287,PSME,73.4
581361.65,5074468.223,TSHE,36.3
581366.198,5074468.214,PSME,85.7
581372.037,5074465.237,ABAM,65.1
581376.499,5074460.929,PSME,135.6
581380.395,5074455.606,TSHE,11.1
581366.795,5074470.227,PSME,63.0
581368.2,5074470.586,TABR,29.5
581375.282,5074464.232,PSME,76.8
581373.975,5074468.829,TSHE,5.7
581373.836,5074469.576,TSHE,5.2
581374.058,5074469.933,TSHE,25.0
581374.29,5074469.445,TSHE,18.7
581382.155,5074456.814,TABR,19.0
581381.485,5074458.304,ABAM,11.0
581383.841,5074455.791,ABAM,15.9
581384.067,5074459.691,ABAM,10.7
581382.763,5074461.911,ABAM,5.3
581382.317,5074466.737,TSHE,31.4
581384.913,5074462.746,ABAM,5.9
581385.031,5074467.923,PSME,75.3
581337.31,5074449.169,THPL,82.1
581337.863,5074451.705,ABAM,5.5
581342.093,5074450.332,TSHE,14.3
581336.293,5074455.761,TSHE,20.6
581340.1,5074456.607,TSHE,31.9
581335.143,5074462.312,TSHE,47.0
581344.922,5074453.719,THPL,58.1
581350.344,5074451.01,THPL,73.7
581352.082,5074450.619,TSHE,12.4
581354.117,5074448.636,TABR,27.2
581342.835,5074456.567,TABR,13.8
581344.96,5074457.618,TSHE,39.6
581342.769,5074460.582,THPL,35.7
581343.284,5074460.627,TSHE,7.5
581347.989,5074455.017,TSHE,16.1
581351.639,5074453.041,ABPR,33.5
581353.944,5074452.701,TSHE,6.6
581353.601,5074453.677,ABAM,6.3
581352.545,5074454.305,TABR,24.9
581335.422,5074469.345,TABR,11.2
581346.793,5074462.373,ABAM,5.0
581348.165,5074461.859,TSHE,19.0
581345.97,5074465.076,THPL,24.2
581344.197,5074466.243,TSHE,12.7
581344.684,5074469.16,TSHE,6.8
581348.013,5074470.57,TSHE,23.1
581348.176,5074466.862,PSME,37.7
581350.118,5074467.162,TSHE,48.5
581351.038,5074461.994,TSHE,29.7
581353.764,5074456.85,ABAM,8.9
581354.063,5074455.886,ABAM,5.1
581353.768,5074461.197,ABAM,12.0
581352.631,5074465.645,NA'(,43.3
581353.646,5074464.867,ABAM,7.0
581354.749,5074460.926,ABAM,5.0
581355.283,5074463.309,ABAM,5.4
581356.771,5074463.176,TABR,16.9
581358.818,5074469.85,TABR,14.2
581358.435,5074463.859,ABAM,6.1
581357.459,5074462.005,ABAM,20.4
581357.535,5074459.035,ABAM,7.1
581358.958,5074459.733,ABAM,5.2
581357.414,5074457.685,ABAM,7.1
581358.267,5074451.745,TSHE,18.8
581359.021,5074448.962,TSHE,74.8
581354.014,5074466.617,ABAM,10.5
581335.699,5074470.922,TSHE,7.5
581340.495,5074471.614,ABAM,5.7
581343.256,5074471.717,TSHE,30.8
581352.559,5074472.062,TSHE,53.3
581350.319,5074473.415,TSHE,23.1
581339.744,5074475.975,TABR,25.3
581342.388,5074475.518,TSHE,29.0
581337.485,5074480.631,TSHE,20.0
581352.007,5074474.255,TSHE,54.0
581350.323,5074475.662,TSHE,17.0
581339.079,5074483.758,TABR,37.4
581335.656,5074488.011,TSHE,54.3
581337.099,5074487.269,TABR,5.6
581340.628,5074484.705,PSME,61.9
581345.606,5074481.97,PSME,63.9
581354.474,5074475.129,TSHE,31.3
581344.052,5074485.901,TABR,10.3
581335.68,5074493.3,PSME,44.7
581335.733,5074495.146,ABAM,53.9
581344.598,5074488.568,TSHE,105.2
581353.689,5074477.74,TSHE,6.5
581350.207,5074482.904,ABAM,21.3
581342.803,5074492.678,TABR,16.6
581343.51,5074495.396,PSME,83.0
581354.855,5074479.495,PSME,65.5
581357.657,5074474.943,TSHE,18.0
581349.634,5074488.245,TABR,25.8
581351.43,5074485.606,TABR,8.5
581350.061,5074489.716,TSHE,17.1
581348.273,5074495.398,TABR,15.2
581354.316,5074482.056,TABR,7.0
581357.273,5074481.638,ABAM,6.5
581352.858,5074493.852,PSME,70.7
581353.07,5074494.601,PSME,109.1
581353.149,5074495.559,TABR,11.1
581355.401,5074489.554,ABAM,5.6
581355.903,5074492.546,ABAM,10.8
581356.288,5074489.185,ABAM,7.9
581357.46,5074485.928,PSME,21.8
581358.21,5074492.076,ABAM,10.0
581359.597,5074490.002,ABAM,22.1
581359.644,5074483.698,TSHE,5.1
581360.093,5074481.212,ABAM,61.8
581343.739,5074496.618,PSME,81.0
581346.598,5074499.862,ABGR,47.1
581335.343,5074503.123,TSHE,11.3
581339.58,5074502.705,TSHE,21.9
581342.319,5074502.599,TSHE,62.2
581335.467,5074506.98,PSME,128.0
581346.621,5074502.591,TSHE,22.2
581350.532,5074500.345,TSHE,22.8
581353.642,5074499.787,THPL,57.2
581342.573,5074506.987,TSHE,46.6
581336.461,5074510.82,TABR,31.5
581337.625,5074511.597,TABR,7.6
581338.723,5074517.046,TSHE,20.2
581341.45,5074515.266,PSME,81.6
581342.678,5074512.336,TSHE,6.9
581352.214,5074503.023,ABGR,55.0
581355.304,5074499.915,TSHE,24.1
581355.232,5074501.99,TABR,5.9
581349.056,5074510.998,PSME,78.3
581339.042,5074520.81,PSME,35.7
581342.073,5074521.188,ABGR,55.5
581346.855,5074517.411,PSME,87.6
581347.458,5074517.097,TSHE,12.5
581350.115,5074513.004,ABAM,50.8
581353.018,5074512.212,TABR,13.4
581350.956,5074518.693,TABR,26.0
581352.02,5074517.224,TSHE,5.8
581356.795,5074506.013,PSME,46.1
581359.459,5074498.006,TSHE,6.5
581355.865,5074510.65,PSME,77.0
581356.034,5074512.85,PSME,123.6
581357.741,5074516.305,TSHE,5.2
581408.071,5074421.821,TSHE,8.1
581402.406,5074421.998,TABR,9.8
581397.244,5074421.926,ABAM,7.5
581394.992,5074421.563,TSHE,53.5
581393.363,5074423.02,ABAM,6.4
581387.517,5074426.175,TSHE,10.1
581389.061,5074426.901,TSHE,25.1
581396.52,5074424.411,TSHE,6.2
581393.51,5074427.836,TABR,13.9
581385.565,5074430.16,TABR,12.0
