tree_x,tree_y,species,dbh
581388.509,5074430.527,TSHE,9.1
581392.811,5074429.249,TSHE,16.0
581400.522,5074425.972,PSME,102.2
581390.837,5074434.483,TSHE,5.7
581390.746,5074434.365,TSHE,7.6
581391.207,5074436.571,TSHE,13.9
581389.648,5074437.243,TABR,23.8
581392.108,5074436.105,ABAM,10.8
581392.056,5074437.026,TSHE,6.4
581393.69,5074436.289,NA'(,40.0
581386.122,5074441.97,TSHE,132.1
581387.453,5074444.169,ABAM,7.5
581388.913,5074443.426,ABAM,6.1
581391.599,5074443.04,ABAM,10.8
581393.814,5074440.508,ABAM,8.8
581397.884,5074432.053,TSHE,26.1
581399.075,5074431.715,TSHE,16.3
581403.794,5074429.498,TABR,27.7
581400.378,5074434.41,PSME,32.4
581397.376,5074441.25,ABAM,5.6
581396.501,5074443.099,TSHE,13.4
581397.758,5074443.435,ABAM,10.2
581403.115,5074434.421,PSME,61.9
581406.764,5074427.567,TSHE,51.2
581402.758,5074439.443,TSHE,72.3
581401.444,5074444.144,ABAM,8.2
581402.508,5074443.928,ABAM,51.4
581404.103,5074443.072,TSHE,24.8
581406.519,5074439.368,TSHE,44.1
581381.105,5074421.748,TSHE,95.4
581376.86,5074421.591,PIMO,46.7
581370.373,5074423.347,TSHE,6.6
581361.15,5074421.797,TSHE,10.9
581361.625,5074422.339,TSHE,42.6
581362.919,5074422.095,TSHE,9.3
581367.676,5074425.042,TSHE,14.5
581360.53,5074428.635,NA'(,63.5
581367.206,5074428.883,TSHE,20.6
581367.587,5074429.144,THPL,54.3
581373.296,5074425.715,TSHE,8.7
581362.307,5074433.337,TSHE,14.9
581364.287,5074435.086,PSME,43.8
581372.924,5074428.067,TSHE,8.0
581370.645,5074430.283,TSHE,15.8
581369.55,5074431.805,TSHE,18.4
581380.607,5074423.891,THPL,9.5
581372.898,5074430.627,TSHE,6.0
581376.043,5074429.82,THPL,59.9
581366.634,5074435.957,ABAM,11.5
581364.751,5074437.257,THPL,55.9
581360.899,5074441.657,TSHE,15.9
581369.134,5074435.395,TSHE,9.7
581369.574,5074435.579,TSHE,8.2
581368.949,5074436.261,TABR,7.0
581367.0,5074440.243,ABAM,6.5
581364.596,5074444.421,TSHE,62.3
581369.552,5074444.57,THPL,101.6
581369.97,5074441.735,ABAM,5.7
581370.634,5074439.996,TSHE,7.6
581370.989,5074438.384,TSHE,7.2
581371.602,5074440.091,ABAM,51.2
581375.94,5074431.486,TSHE,6.9
581379.407,5074430.342,PSME,38.0
581375.603,5074438.266,PSME,130.2
581374.871,5074439.778,TSHE,19.5
581373.423,5074442.842,ABAM,5.3
581374.154,5074444.085,ABAM,10.0
581375.093,5074443.726,TSHE,5.1
581375.969,5074445.193,TSHE,9.6
581376.92,5074443.322,ABAM,7.9
581380.92,5074433.877,TABR,8.4
581382.769,5074433.224,NA'(,34.6
581383.097,5074435.225,TABR,9.1
581384.667,5074435.913,ABAM,17.5
581382.26,5074444.661,TABR,6.7
581350.675,5074421.129,TSHE,37.0
581339.033,5074425.214,TSHE,6.5
581335.133,5074428.347,TSHE,12.0
581337.952,5074427.845,TSHE,9.2
581343.378,5074425.373,TSHE,9.2
581338.857,5074428.206,TSHE,37.0
581340.134,5074428.211,TSHE,35.4
581339.649,5074428.515,TSHE,11.3
581345.082,5074426.843,TSHE,6.0
581340.087,5074431.929,PSME,31.0
581347.71,5074428.678,PSME,20.7
581344.038,5074432.098,TSHE,42.7
581335.785,5074437.745,TABR,24.5
581346.245,5074431.274,ABAM,5.6
581342.539,5074436.787,ABAM,6.1
581350.749,5074429.269,TSHE,23.9
581345.614,5074436.284,ABAM,5.8
581337.745,5074445.54,ABAM,6.5
581341.379,5074443.452,TSHE,91.5
581344.0,5074442.41,TSHE,7.6
581344.441,5074440.482,ABAM,6.4
581347.175,5074438.783,THPL,13.0
581349.338,5074434.685,TSHE,26.1
581350.335,5074434.301,TSHE,19.8
581351.212,5074431.492,TSHE,43.6
581355.417,5074426.044,TSHE,12.2
581358.436,5074422.813,THPL,82.1
581355.643,5074428.458,TSHE,15.9
581350.647,5074438.376,TSHE,14.2
581346.098,5074445.441,TSHE,5.5
581348.244,5074443.141,TSHE,72.4
581351.598,5074440.309,TSHE,22.0
581356.034,5074438.617,THPL,10.1
581357.038,5074435.633,TSHE,100.7
581357.529,5074436.597,THPL,5.7
581356.939,5074438.961,TSHE,7.2
581357.077,5074442.036,TSHE,30.9
581357.812,5074435.384,THPL,7.1
581358.25,5074432.321,TSHE,15.0
581359.012,5074429.646,THPL,30.4
581357.872,5074438.797,TSHE,5.5
581359.484,5074443.312,TSHE,16.3
581331.226,5074420.934,TSHE,8.2
581326.651,5074421.99,TSHE,8.5
581326.917,5074422.441,TSHE,38.0
581313.668,5074422.072,PSME,33.3
581316.8,5074424.226,THPL,41.9
581327.546,5074423.222,TSHE,12.6
581324.325,5074426.365,ABAM,36.0
581325.224,5074427.427,TSHE,33.7
581313.404,5074434.129,PSME,85.9
581312.051,5074434.17,PSME,107.9
581310.522,5074440.231,TABR,11.6
581311.551,5074441.924,TABR,12.1
581320.762,5074433.838,TABR,20.0
581323.1,5074431.683,ABAM,19.1
581310.468,5074445.47,PSME,84.8
581313.588,5074443.31,ABAM,5.2
581316.039,5074441.652,ABAM,12.1
581317.55,5074442.803,ABAM,13.6
581319.627,5074444.709,PSME,64.4
581328.436,5074427.208,TSHE,12.2
581327.099,5074431.836,TSHE,17.6
581327.909,5074431.444,TSHE,5.5
581326.484,5074435.358,TSHE,15.0
581325.205,5074437.518,TSHE,8.1
581323.77,5074440.467,ABAM,42.3
581322.854,5074446.141,THPL,138.5
581327.924,5074442.394,TSHE,25.2
581328.507,5074441.929,ABAM,14.2
581329.047,5074438.496,TSHE,6.3
581330.394,5074439.694,PSME,26.2
581331.259,5074433.012,ABAM,6.5
581333.268,5074441.665,TSHE,36.2
581332.834,5074439.531,TABR,21.2
581333.185,5074433.059,ABAM,6.0
581333.075,5074432.073,THPL,57.2
581332.953,5074426.616,TSHE,15.0
581333.727,5074424.132,PSME,41.3
581313.078,5074446.313,TSHE,52.5
581315.954,5074448.061,TSHE,44.8
581310.892,5074448.834,TSHE,33.1
581313.618,5074449.671,TSHE,10.3
581317.988,5074449.13,TSHE,16.1
581312.263,5074451.072,PSME,83.5
581310.554,5074451.766,PSME,59.6
581320.837,5074450.672,TSHE,44.9
581312.78,5074455.386,TSHE,9.3
581311.087,5074456.983,TABR,12.0
581313.511,5074458.957,TSHE,5.8
581313.461,5074460.271,TSHE,20.6
581312.298,5074462.443,TSHE,34.5
581324.201,5074453.567,PSME,42.6
581330.189,5074450.006,ABAM,5.7
581315.985,5074461.602,PSME,79.0
581316.941,5074462.252,PIMO,93.4
581319.063,5074462.303,THPL,46.3
581320.809,5074462.162,PSME,98.8
581312.689,5074470.496,TABR,15.5
581315.869,5074469.806,ABGR,54.7
581316.476,5074469.509,TSHE,10.1
581318.187,5074467.857,TSHE,9.6
581325.204,5074455.765,ABAM,68.9
581327.379,5074453.857,TSHE,32.1
581333.572,5074447.859,TSHE,13.3
581333.102,5074448.925,PSME,111.3
581330.606,5074453.461,TSHE,20.8
581324.353,5074459.468,PSME,54.1
581324.431,5074460.309,TSHE,5.3
581321.361,5074465.649,PSME,54.4
581323.852,5074464.652,THPL,64.2
581324.003,5074469.797,PSME,133.4
581327.542,5074460.987,TSHE,12.1
581333.619,5074450.406,TSHE,18.8
581331.688,5074457.513,PSME,71.3
581332.518,5074458.944,TABR,6.8
581334.36,5074465.602,ABAM,5.8
581329.389,5074467.515,TABR,35.9
581332.66,5074470.157,PSME,81.7
581334.211,5074469.054,TSHE,11.9
581328.837,5074470.655,TABR,11.2
581326.822,5074471.987,ABAM,8.4
581319.31,5074472.143,ABAM,8.1
581310.065,5074473.677,CONU,6.5
581310.868,5074475.191,TABR,11.7
581312.288,5074474.602,TABR,12.0
581314.761,5074477.77,PSME,116.4
581317.05,5074481.465,PSME,73.4
581313.993,5074484.126,ABAM,45.0
581313.568,5074484.55,TABR,8.6
581323.331,5074476.815,CONU,7.0
581333.011,5074472.082,TABR,10.8
581332.472,5074473.227,TABR,21.7
581318.432,5074483.239,TABR,21.0
581310.37,5074491.671,TABR,14.0
581311.984,5074492.636,TSHE,87.0
581321.332,5074485.625,TABR,10.7
581321.134,5074486.197,TABR,16.1
581322.189,5074483.372,PSME,47.4
581321.637,5074487.291,PSME,117.2
581320.026,5074494.916,TSHE,46.0
581325.537,5074485.6,PSME,67.5
581327.341,5074484.345,TABR,8.0
581329.3,5074482.035,TSHE,99.0
581332.53,5074474.976,CONU,15.1
581332.264,5074478.335,ABAM,59.8
581333.969,5074476.228,CONU,5.0
581332.971,5074480.324,TABR,5.2
581332.736,5074482.001,CONU,5.5
581329.734,5074496.057,TSHE,77.1
581317.185,5074498.369,TSHE,55.5
581313.678,5074498.371,TSHE,10.4
581311.016,5074502.002,TSHE,36.6
581314.935,5074500.618,PSME,73.3
581317.107,5074500.332,TABR,7.5
581324.707,5074497.804,TABR,16.3
581320.749,5074500.381,TABR,7.8
581313.441,5074503.131,TABR,16.9
581327.699,5074499.237,PSME,72.4
581328.702,5074499.605,PSME,76.6
581330.608,5074500.107,PSME,63.8
581323.243,5074502.939,ABAM,6.7
581313.937,5074507.839,TABR,21.9
581310.82,5074510.164,PSME,119.5
581313.451,5074512.267,TABR,6.2
581313.416,5074512.823,TABR,13.8
581310.768,5074514.36,TABR,12.9
581312.964,5074517.722,TABR,13.6
581312.7,5074520.76,ABAM,44.6
581319.023,5074512.087,TABR,32.7
581322.821,5074508.568,PSME,127.8
581325.453,5074505.967,TABR,14.4
581327.135,5074506.784,ABAM,76.3
581320.668,5074515.553,TABR,10.8
581320.663,5074515.803,TABR,22.3
581324.109,5074517.756,PSME,124.5
581325.281,5074519.543,PSME,33.0
581325.904,5074514.831,TSHE,9.8
581328.356,5074514.679,TSHE,21.2
581331.739,5074505.151,TSHE,6.8
581330.002,5074509.1,TABR,5.9
581331.036,5074515.881,TSHE,10.5
581379.458,5074481.552,TSHE,9.7
581395.203,5074521.827,TSHE,29.9
581395.199,5074521.973,TSHE,11.1
581392.631,5074525.413,TSHE,16.3
581391.151,5074525.895,PSME,110.7
581400.782,5074522.943,PSME,76.9
581399.957,5074523.617,TSHE,6.5
581401.267,5074524.323,TSHE,55.6
581402.098,5074526.352,PSME,117.0
581396.017,5074530.099,THPL,108.6
581392.073,5074531.952,TSHE,18.3
581389.765,5074530.387,TSHE,49.9
581384.978,5074530.962,TSHE,46.7
581387.058,5074535.173,PSME,127.5
581391.972,5074539.229,PSME,71.3
581395.091,5074545.639,PSME,116.2
581399.178,5074543.171,TSHE,14.4
581399.467,5074541.646,TSHE,14.9
581399.123,5074538.806,NA'(,59.7
581406.052,5074545.259,PIMO,87.3
581409.188,5074543.411,TABR,7.5
581405.597,5074542.819,TSHE,62.3
581406.82,5074540.69,TABR,17.9
581403.919,5074537.827,TSHE,39.1
581407.736,5074537.881,TSHE,35.7
581383.896,5074524.392,PSME,121.4
581380.931,5074522.078,TSHE,22.2
581373.53,5074521.285,TSHE,61.0
581364.054,5074521.724,PSME,97.4
581363.867,5074523.171,TABR,6.1
581361.199,5074523.796,TABR,17.8
581362.247,5074525.077,TSHE,57.1
581370.788,5074524.578,PSME,104.6
581373.714,5074526.51,PSME,59.9
581371.719,5074528.062,TABR,14.7
581360.295,5074530.988,TABR,21.9
581369.282,5074531.148,PSME,83.9
581360.765,5074534.699,PSME,96.5
581364.369,5074533.232,PSME,56.1
581367.255,5074534.749,PSME,78.7
581373.949,5074531.989,TSHE,7.4
581370.946,5074534.177,TSHE,56.7
581365.167,5074538.443,TSHE,11.3
581365.412,5074539.217,TSHE,33.9
581363.836,5074540.584,TSHE,5.0
581368.453,5074539.622,PSME,39.7
581372.502,5074537.973,TABR,9.1
581363.721,5074543.099,TSHE,39.6
581370.968,5074541.805,TSHE,6.6
581374.6,5074538.365,TSHE,7.4
581375.136,5074541.82,TSHE,16.6
581376.558,5074541.915,TSHE,22.1
581380.424,5074533.7,TSHE,14.1
581379.884,5074534.888,TSHE,13.7
581379.324,5074537.534,TSHE,21.9
581379.468,5074541.542,ABGR,70.6
581380.186,5074542.595,TSHE,6.6
581380.85,5074538.629,TABR,5.5
581381.914,5074536.516,TSHE,34.7
581381.595,5074541.008,PSME,115.2
581382.083,5074541.288,TSHE,6.8
581366.561,5074548.155,TSHE,76.5
581361.48,5074548.806,PSME,37.7
581361.143,5074549.702,PSME,144.0
581361.147,5074556.176,TSHE,88.3
581370.923,5074553.322,TSHE,57.0
581374.546,5074551.023,TABR,38.0
581380.895,5074549.083,TSHE,21.8
581377.088,5074553.989,TSHE,79.7
581375.881,5074554.328,TABR,14.5
581361.221,5074570.364,THPL,101.3
581364.225,5074569.353,THPL,73.0
581369.552,5074565.625,TABR,8.5
581370.533,5074567.331,PSME,186.7
581376.097,5074561.771,TSHE,67.4
581400.725,5074547.09,TSHE,14.7
581399.991,5074547.83,TSHE,36.0
581394.732,5074549.911,PSME,115.7
581401.257,5074549.491,TSHE,20.8
581400.761,5074550.214,TSHE,58.7
581401.634,5074549.939,THPL,9.7
581396.728,5074551.059,TSHE,17.4
581391.292,5074551.8,TSHE,47.9
581388.473,5074553.331,TSHE,41.7
581395.952,5074552.97,TSHE,51.3
581399.352,5074552.236,PSME,114.0
581397.671,5074553.16,TSHE,29.2
581385.827,5074554.846,ABGR,66.2
581390.893,5074555.832,TSHE,19.2
581394.542,5074558.161,TSHE,15.0
581382.779,5074565.989,TSHE,5.5
581383.627,5074567.506,TSHE,5.5
581386.864,5074568.678,TABR,5.0
581391.659,5074567.723,TABR,45.6
581406.445,5074551.346,NA'(,45.3
581404.742,5074555.419,TABR,8.4
581400.105,5074565.671,THPL,111.0
581403.063,5074561.546,TSHE,22.2
581401.597,5074565.865,TSHE,5.3
581403.825,5074566.666,TSHE,8.4
581405.11,5074566.228,TSHE,11.7
581405.053,5074570.437,TABR,64.3
581409.355,5074559.773,TABR,5.3
581359.097,5074521.818,ABGR,22.4
581357.358,5074522.319,TABR,21.3
581354.176,5074521.54,TABR,11.1
581349.998,5074521.225,TABR,5.7
581347.375,5074522.225,TSHE,6.2
581339.554,5074521.23,TSHE,6.0
581337.837,5074522.074,TABR,11.3
581344.985,5074525.205,PSME,87.9
581334.998,5074525.133,TABR,12.9
581339.414,5074527.186,TABR,16.4
581338.98,5074527.976,TABR,10.4
581338.101,5074534.157,PSME,125.2
581338.894,5074534.381,TSHE,7.8
581341.345,5074533.171,PSME,68.0
581350.762,5074527.334,TABR,9.4
581341.836,5074534.197,TABR,7.7
581339.321,5074537.439,TABR,11.9
581339.196,5074537.784,TABR,7.1
581343.546,5074533.74,TABR,16.8
581347.905,5074531.553,PSME,109.2
581354.391,5074527.509,PSME,147.8
581352.551,5074530.022,CONU,11.7
581345.824,5074535.13,TABR,6.9
581345.551,5074534.988,TABR,8.6
581345.913,5074535.269,TABR,6.6
581348.546,5074535.829,PSME,103.5
581350.838,5074534.687,PSME,40.5
581353.558,5074532.016,TABR,19.5
581354.834,5074529.943,PSME,41.0
581339.283,5074544.657,TSHE,35.5
581343.646,5074543.66,PSME,117.3
581344.051,5074542.859,TSHE,26.6
581350.687,5074539.686,THPL,99.2
581350.379,5074542.582,TSHE,84.8
581350.911,5074542.217,TSHE,11.6
581353.661,5074538.812,TABR,5.8
581353.316,5074540.783,PSME,102.9
581356.263,5074536.016,TABR,14.4
581354.124,5074541.988,TSHE,24.6
581358.384,5074533.514,PIMO,65.1
581359.69,5074541.636,TABR,11.0
581376.322,5074534.839,TSHE,8.0
581352.792,5074547.885,TSHE,49.7
581346.254,5074546.67,TABR,6.2
581343.764,5074547.514,PSME,62.3
581337.681,5074547.605,PSME,96.3
581336.792,5074549.546,TSHE,108.2
581341.67,5074551.571,TABR,7.2
581344.71,5074551.948,TSHE,37.9
581347.983,5074552.232,PIMO,88.5
581350.788,5074550.419,PSME,62.5
581343.932,5074554.491,PIMO,76.4
581340.401,5074556.194,PIMO,67.5
581335.717,5074559.155,TSHE,12.9
581350.488,5074552.53,PIMO,78.3
581345.828,5074558.972,ABAM,39.5
581342.088,5074561.302,ABAM,70.7
581337.438,5074564.826,TSHE,17.1
581336.235,5074566.449,THPL,59.1
581340.043,5074563.797,TSHE,6.6
581342.753,5074562.319,TSHE,5.0
581345.201,5074560.25,TSHE,9.2
581345.957,5074559.986,TSHE,14.6
581346.91,5074559.724,TSHE,54.3
581335.788,5074570.237,TABR,13.2
581347.424,5074563.031,PSME,31.6
581346.681,5074565.142,TABR,39.8
581347.848,5074565.663,PSME,59.5
581352.209,5074555.418,TABR,18.4
581357.808,5074550.618,TABR,7.1
581357.636,5074563.755,TSHE,93.2
581360.149,5074561.628,TABR,9.0
581348.91,5074572.16,THPL,9.2
581343.859,5074572.99,TABR,5.5
581339.436,5074572.257,PSME,72.0
581335.24,5074571.042,ABAM,80.2
581338.915,5074573.095,TSHE,8.3
581339.957,5074573.33,PSME,85.5
581336.961,5074573.907,TSHE,7.0
581336.129,5074574.203,TABR,13.9
581345.081,5074574.29,THPL,56.0
581344.5,5074577.707,TSHE,68.7
581343.755,5074579.039,PSME,84.2
581341.857,5074581.444,PSME,115.7
581338.595,5074585.282,PSME,56.3
581335.699,5074587.899,PSME,55.8
581339.559,5074587.624,TSHE,9.0
581348.077,5074581.073,ABAM,7.1
581341.105,5074588.079,TSHE,50.8
581336.945,5074594.447,TSHE,26.5
581352.696,5074579.265,TSHE,11.1
581354.773,5074577.316,TABR,18.6
581351.349,5074580.752,TABR,17.0
581342.844,5074589.896,TSHE,8.7
581343.154,5074590.102,TSHE,34.6
581345.606,5074589.474,TABR,30.1
581341.381,5074594.965,TSHE,61.2
581340.736,5074595.145,THPL,11.8
581343.174,5074594.202,TSHE,13.4
581343.579,5074594.477,TSHE,9.8
581347.043,5074596.088,PSME,106.4
581348.578,5074591.591,TSHE,65.7
581349.973,5074590.017,PSME,157.2
581356.487,5074578.35,PSME,77.7
581358.077,5074575.302,TSHE,60.3
581353.931,5074589.236,TSHE,36.4
581356.844,5074583.705,THPL,8.4
581356.195,5074586.725,TSHE,49.9
581359.611,5074576.243,TSHE,29.2
581355.249,5074593.566,ABAM,5.3
581359.088,5074585.142,THPL,110.4
581356.466,5074596.211,PSME,131.1
581373.289,5074570.331,PSME,152.1
581361.069,5074570.965,THPL,10.4
581360.934,5074571.663,THPL,131.2
581361.123,5074573.188,PSME,95.7
581364.164,5074577.204,PSME,46.2
581362.891,5074578.966,TSHE,20.4
581360.311,5074582.319,PSME,106.6
581360.291,5074583.498,TSHE,8.1
581360.593,5074585.442,THPL,115.8
581365.052,5074583.907,PSME,76.5
581361.653,5074588.295,TSHE,15.2
581380.083,5074575.031,TSHE,11.6
581380.504,5074575.34,TSHE,5.7
581379.682,5074578.07,THPL,97.2
581360.898,5074592.127,TSHE,52.5
581363.028,5074593.411,TSHE,57.0
581366.02,5074590.611,ABAM,7.3
581370.828,5074590.146,TSHE,31.9
581376.589,5074584.055,TSHE,23.9
581372.708,5074591.045,THPL,72.2
581372.124,5074594.81,PSME,107.9
581378.655,5074582.777,PSME,123.7
581381.16,5074581.205,TSHE,77.7
581381.44,5074588.402,THPL,17.8
581382.71,5074592.639,ABAM,9.9
581383.675,5074590.378,TSHE,6.7
581406.69,5074572.323,PSME,93.3
581398.843,5074573.533,TSHE,49.7
581392.616,5074571.418,ABGR,79.8
581395.613,5074574.878,TSHE,24.3
581395.678,5074575.05,TSHE,11.8
581393.435,5074577.01,PSME,107.6
581389.258,5074579.496,TSHE,68.2
581384.941,5074584.391,PSME,51.6
581391.58,5074580.448,PSME,86.8
581401.993,5074576.088,PSME,70.6
581396.618,5074578.549,TSHE,38.0
581398.607,5074579.806,TSHE,26.7
581392.715,5074587.048,PSME,81.0
581389.969,5074589.637,PSME,56.1
581386.719,5074593.698,PSME,116.8
581401.353,5074578.726,TSHE,31.2
581396.596,5074585.421,TSHE,79.7
581392.843,5074595.21,TSHE,84.0
581395.588,5074590.77,TSHE,54.6
581402.638,5074578.479,PSME,92.6
581405.927,5074577.208,TABR,7.5
581400.038,5074595.17,PSME,75.7
581406.596,5074581.649,TABR,12.4
581405.835,5074590.068,TSHE,8.1
581409.077,5074580.81,TABR,17.7
581409.992,5074580.103,ABGR,50.4
581408.756,5074595.989,PSME,104.5
581312.484,5074521.496,TABR,14.3
581311.288,5074521.186,TABR,22.6
581310.891,5074521.149,TABR,6.5
581311.053,5074521.466,TABR,5.0
581320.859,5074523.524,TSHE,39.5
581318.394,5074523.708,NA'(,47.8
581322.866,5074524.147,TABR,13.8
581316.13,5074526.331,NA'(,31.1
581315.152,5074527.284,TABR,8.8
581325.498,5074525.306,PSME,105.6
581330.394,5074523.491,PSME,97.6
581328.758,5074524.645,TABR,36.5
581332.378,5074523.98,PSME,101.6
581320.133,5074531.256,TSHE,87.6
581316.184,5074534.773,TABR,15.7
581323.589,5074530.21,TABR,16.0
581315.618,5074541.437,TABR,8.2
581319.145,5074539.033,TSHE,20.2
581326.901,5074531.59,TSHE,7.5
581316.543,5074545.534,TSHE,76.4
581317.109,5074544.757,TABR,6.9
581318.371,5074544.14,TABR,6.6
581323.6,5074536.681,THPL,13.3
581327.78,5074531.499,TSHE,17.9
581330.009,5074528.75,TABR,20.3
581324.896,5074536.913,TABR,12.4
581323.376,5074539.086,PSME,95.5
581324.297,5074542.221,TABR,10.3
581326.415,5074539.028,TABR,11.5
581327.245,5074538.853,TABR,6.6
581330.495,5074531.965,TSHE,52.0
581331.764,5074532.072,PSME,114.7
581332.583,5074530.38,TSHE,36.0
581329.025,5074539.12,TSHE,8.8
581331.636,5074539.55,PSME,100.8
581331.635,5074540.793,TABR,37.6
581333.257,5074536.412,TABR,22.2
581334.307,5074537.576,TABR,7.2
581330.305,5074546.702,TSHE,38.2
581325.05,5074546.81,TSHE,47.4
581321.287,5074546.59,THPL,18.5
581325.201,5074549.249,TSHE,61.2
581310.778,5074552.41,PSME,110.1
581323.807,5074552.137,TABR,6.5
581318.035,5074555.132,TSHE,92.8
581312.768,5074558.718,TABR,7.4
581317.435,5074557.681,TABR,13.8
581324.371,5074554.435,TABR,6.3
581314.646,5074562.232,TABR,9.1
581317.611,5074562.412,TABR,8.4
581322.215,5074558.973,TSHE,92.7
581314.247,5074566.676,TSHE,41.5
581313.195,5074570.575,THPL,19.1
581324.774,5074560.208,TSHE,34.2
581323.475,5074561.618,THPL,22.6
581325.183,5074560.914,TSHE,16.4
581323.727,5074564.126,TABR,16.6
581328.713,5074557.353,TSHE,9.8
581326.616,5074563.818,PIMO,70.8
581327.606,5074564.426,TABR,5.6
581327.927,5074564.609,TABR,7.3
581325.896,5074570.946,THPL,65.0
581332.903,5074556.407,TSHE,6.0
581331.832,5074569.87,TABR,43.0
581334.354,5074551.207,TSHE,7.8
581333.981,5074558.188,TSHE,13.7
581324.844,5074571.827,TABR,6.1
581323.305,5074574.007,THPL,36.3
581318.123,5074575.091,THPL,41.3
581316.873,5074575.413,ABAM,8.4
581316.614,5074584.774,TABR,15.9
581319.881,5074583.72,THPL,67.3
581320.369,5074585.22,TABR,43.0
581316.67,5074586.906,ABAM,8.0
581318.126,5074588.113,TSHE,25.4
581320.484,5074587.844,TSHE,11.1
581311.805,5074594.667,TSHE,72.3
581325.214,5074584.552,TSHE,7.8
581326.394,5074585.866,TSHE,17.2
581324.673,5074588.223,THPL,96.0
581328.757,5074584.588,NA'(),48.1
581333.187,5074577.168,TABR,31.4
581333.492,5074577.28,TABR,7.7
581322.821,5074594.453,TSHE,40.4
581323.896,5074595.845,TABR,18.2
581327.503,5074593.117,ABAM,8.6
581329.344,5074592.961,TSHE,84.1
581331.757,5074588.679,TABR,6.7
581332.0,5074590.116,TSHE,18.7
581331.892,5074590.429,TSHE,9.8
581334.045,5074586.568,PSME,76.4
581334.563,5074587.584,TSHE,56.9
581324.258,5074596.459,TABR,19.9
581313.011,5074599.416,PSME,101.4
581311.629,5074601.551,TSHE,6.2
581320.205,5074600.862,TSHE,5.0
581309.482,5074603.797,TSHE,14.0
581310.335,5074603.78,TSHE,26.6
581313.436,5074607.739,PSME,64.0
581321.8,5074602.193,PSME,125.1
581316.494,5074605.885,ABAM,12.9
581312.128,5074610.464,TSHE,50.5
581317.968,5074607.436,TABR,8.0
581312.334,5074613.646,TSHE,24.1
581312.258,5074614.339,TSHE,12.5
581315.294,5074612.537,TSHE,34.7
581322.045,5074607.215,ABAM,6.5
581313.95,5074614.668,ABAM,54.6
581320.126,5074609.43,ABAM,8.9
581312.317,5074618.137,THPL,33.6
581320.825,5074611.419,ABAM,17.7
581327.061,5074605.567,TSHE,71.3
581329.276,5074604.362,TSHE,19.1
581324.628,5074609.56,ABAM,28.9
581320.695,5074613.476,ABAM,7.7
581320.194,5074613.998,ABGR,24.3
581320.305,5074614.536,TSHE,18.1
581318.11,5074616.467,ABAM,12.0
581328.331,5074607.146,ABAM,11.3
581321.962,5074618.977,ABAM,53.3
581322.806,5074619.836,TABR,19.2
581324.905,5074617.573,ABAM,8.1
581327.566,5074615.784,PSME,89.8
581330.317,5074609.505,ABAM,6.9
581328.701,5074616.516,PSME,150.5
581327.708,5074620.704,ABAM,43.2
581333.48,5074617.911,TABR,23.5
581333.82,5074613.462,ABAM,6.3
581334.262,5074614.344,ABAM,29.9
581334.672,5074605.835,ABAM,28.4
581352.602,5074597.299,ABAM,27.9
581349.298,5074597.382,TSHE,9.5
581338.92,5074600.177,PSME,119.8
581342.621,5074600.692,ABAM,5.6
581338.169,5074601.089,TABR,8.8
581335.34,5074602.539,PSME,128.2
581342.153,5074602.655,ABAM,13.8
581345.445,5074603.08,ABAM,7.2
581340.1,5074607.351,ABAM,11.6
581337.225,5074610.726,PSME,110.0
581343.152,5074607.796,ABAM,15.1
581340.817,5074611.259,THPL,83.9
581337.453,5074614.624,PSME,53.2
581339.608,5074613.62,TABR,17.4
581344.517,5074610.273,ABAM,6.1
581348.314,5074606.711,TSHE,20.2
581355.353,5074600.724,ABAM,8.7
581342.406,5074613.16,TSHE,8.2
581344.597,5074611.854,THPL,35.4
581338.318,5074616.462,ABAM,5.2
581337.019,5074619.294,PSME,140.6
581341.307,5074615.881,ABAM,16.1
581348.26,5074609.82,ABAM,30.9
581347.768,5074614.758,ABAM,7.5
581343.481,5074620.362,TSHE,76.9
581346.303,5074619.169,TABR,11.1
581346.994,5074618.891,TABR,7.0
581355.969,5074604.819,PSME,83.8
581350.846,5074615.372,ABAM,9.5
581356.493,5074606.412,ABAM,54.5
581354.251,5074610.915,TSHE,28.8
581355.526,5074619.373,PSME,116.4
581355.257,5074620.42,TSHE,50.2
581359.741,5074603.531,THPL,8.1
581359.393,5074610.868,TSHE,64.6
581358.808,5074619.845,ABAM,5.3
581371.314,5074598.872,ABAM,5.7
581365.197,5074599.835,PSME,98.8
581361.679,5074602.218,TSHE,39.7
581382.384,5074596.913,PSME,47.5
581367.662,5074605.261,TSHE,60.5
581374.377,5074601.936,TSHE,66.1
581363.767,5074608.449,TSHE,69.9
581365.207,5074608.35,TSHE,11.4
581375.834,5074602.906,TSHE,9.8
581366.363,5074612.699,PSME,126.7
581364.599,5074619.894,TSHE,68.8
581368.486,5074614.776,PSME,96.6
581369.028,5074618.344,TSHE,43.1
581375.966,5074610.985,PSME,98.6
581373.98,5074616.557,PSME,95.4
581374.89,5074616.322,PSME,65.6
581374.635,5074619.644,PSME,54.5
581376.021,5074618.497,TSHE,5.5
581377.274,5074618.675,PSME,115.7
581378.15,5074618.851,TSHE,15.5
581380.125,5074612.396,PSME,26.7
581380.594,5074614.198,TSHE,12.5
581381.445,5074615.63,TSHE,19.7
581381.924,5074617.751,PSME,63.1
