tree_id,species,dbh,top_height,crown_radius,stem_x,stem_y,crown_ratio
2280,ABAM,7.3,3.1,2.0,581353.6,5074464.9,0.387096774193548
2282,ABAM,5.5,1.8,1.9,581355.3,5074463.3,0.277777777777778
2283,TABR,11.3,4.9,2.8,581356.8,5074463.2,0.448979591836735
2284,TABR,14.3,3.0,3.0,581358.8,5074469.9,0.033333333333333
2285,ABAM,6.4,2.4,2.0,581358.4,5074463.9,0.333333333333333
2286,ABAM,21.8,17.3,2.2,581357.5,5074462.0,0.61849710982659
2287,ABAM,7.3,3.1,2.0,581357.5,5074459.0,0.387096774193548
2288,ABAM,5.3,1.7,1.9,581359.0,5074459.7,0.294117647058824
2289,ABAM,7.1,2.9,2.0,581357.4,5074457.7,0.379310344827586
2290,TSHE,19.1,18.5,3.3,581358.3,5074451.7,0.767567567567567
2291,TSHE,77.2,46.1,6.6,581359.0,5074449.0,0.780911062906725
2292,ABAM,10.9,6.1,2.0,581354.0,5074466.6,0.508196721311475
2293,TSHE,8.9,10.1,2.9,581335.7,5074470.9,0.623762376237624
2294,ABAM,6.6,2.5,2.0,581340.5,5074471.6,0.36
2295,TSHE,31.2,26.7,3.8,581343.3,5074471.7,0.808988764044944
2296,TSHE,54.1,38.3,5.0,581352.6,5074472.1,0.81201044386423
2297,TSHE,24.1,22.1,3.5,581350.3,5074473.4,0.791855203619909
2298,TABR,25.3,9.2,4.0,581339.7,5074476.0,0.576086956521739
2299,TSHE,30.6,26.4,3.8,581342.4,5074475.5,0.803030303030303
2300,TSHE,20.9,19.8,3.4,581337.5,5074480.6,0.777777777777778
2301,TSHE,56.6,39.3,5.2,581352.0,5074474.3,0.809160305343512
2302,TSHE,17.5,17.3,3.3,581350.3,5074475.7,0.751445086705202
2303,TABR,21.2,6.9,3.6,581339.1,5074483.8,0.492753623188406
2304,TSHE,56.3,39.2,5.1,581335.7,5074488.0,0.808673469387755
2305,TABR,6.7,3.3,2.4,581337.1,5074487.3,0.303030303030303
2308,TSHE,32.2,27.3,3.9,581354.5,5074475.1,0.80952380952381
2309,TABR,10.5,6.2,2.7,581344.1,5074485.9,0.580645161290323
2312,TSHE,107.0,52.5,9.0,581344.6,5074488.6,0.702857142857143
2314,ABAM,22.2,17.7,2.2,581350.2,5074482.9,0.621468926553672
2315,TABR,17.3,8.5,3.2,581342.8,5074492.7,0.623529411764706
2318,TSHE,18.2,17.8,3.3,581357.7,5074474.9,0.758426966292135
2319,TABR,15.7,7.8,3.1,581349.6,5074488.2,0.615384615384615
2320,TABR,8.8,5.3,2.6,581351.4,5074485.6,0.528301886792453
2321,TSHE,18.0,17.6,3.3,581350.1,5074489.7,0.761363636363636
2322,TABR,15.6,8.6,3.1,581348.3,5074495.4,0.651162790697674
2324,ABAM,7.3,3.1,2.0,581357.3,5074481.6,0.387096774193548
2326,PSME,110.5,51.3,5.2,581353.1,5074494.6,0.467836257309942
2328,ABAM,6.0,2.1,2.0,581355.4,5074489.6,0.333333333333333
2329,ABAM,11.4,6.6,2.0,581355.9,5074492.5,0.515151515151515
2330,ABAM,8.4,3.9,2.0,581356.3,5074489.2,0.435897435897436
2332,ABAM,10.4,5.7,2.0,581358.2,5074492.1,0.491228070175439
2333,ABAM,22.7,18.2,2.2,581359.6,5074490.0,0.620879120879121
2334,TSHE,6.8,8.1,2.9,581359.6,5074483.7,0.555555555555556
2338,TSHE,12.8,13.5,3.1,581335.3,5074503.1,0.703703703703704
2339,TSHE,22.4,20.9,3.4,581339.6,5074502.7,0.784688995215311
2340,TSHE,65.7,42.6,5.7,581342.3,5074502.6,0.800469483568075
2341,PSME,128.2,53.9,5.5,581335.5,5074507.0,0.50278293135436
2342,TSHE,22.9,21.3,3.5,581346.6,5074502.6,0.784037558685446
2343,TSHE,23.5,21.7,3.5,581350.5,5074500.3,0.788018433179724
2344,THPL,59.5,32.2,4.1,581353.6,5074499.8,0.732919254658385
2345,TSHE,47.5,35.4,4.6,581342.6,5074507.0,0.81638418079096
2346,TABR,17.5,9.8,3.3,581336.5,5074510.8,0.673469387755102
2347,TABR,7.6,4.2,2.5,581337.6,5074511.6,0.428571428571429
2348,TSHE,21.5,20.3,3.4,581338.7,5074517.0,0.778325123152709
2349,PSME,83.5,45.5,4.8,581341.5,5074515.3,0.38021978021978
2350,TSHE,7.5,8.8,2.9,581342.7,5074512.3,0.579545454545454
2352,TSHE,25.2,22.9,3.6,581355.3,5074499.9,0.790393013100437
2353,TABR,6.1,4.1,2.4,581355.2,5074502.0,0.463414634146341
2354,PSME,80.9,44.8,4.8,581349.1,5074511.0,0.368303571428571
2356,ABGR,56.4,40.9,2.8,581342.1,5074521.2,0.56479217603912
2357,PSME,88.5,46.8,4.9,581346.9,5074517.4,0.39957264957265
2358,TSHE,13.5,14.0,3.1,581347.5,5074517.1,0.721428571428571
2361,TABR,26.8,7.2,4.2,581351.0,5074518.7,0.444444444444444
2362,TSHE,6.3,7.7,2.8,581352.0,5074517.2,0.532467532467532
2364,TSHE,7.0,8.3,2.9,581359.5,5074498.0,0.566265060240964
2366,PSME,124.0,53.4,5.5,581356.0,5074512.9,0.49625468164794
2367,TSHE,6.1,7.5,2.8,581357.7,5074516.3,0.52
2368,TSHE,8.7,9.9,2.9,581408.1,5074421.8,0.626262626262626
2369,TABR,10.3,6.6,2.7,581402.4,5074422.0,0.606060606060606
2370,ABAM,7.7,3.4,2.0,581397.2,5074421.9,0.411764705882353
2371,TSHE,54.2,38.3,5.0,581395.0,5074421.6,0.81201044386423
2372,ABAM,6.8,2.7,2.0,581393.4,5074423.0,0.37037037037037
2373,TSHE,10.6,11.6,3.0,581387.5,5074426.2,0.663793103448276
2374,TSHE,26.1,23.5,3.6,581389.1,5074426.9,0.795744680851064
2375,TSHE,7.0,8.3,2.9,581396.5,5074424.4,0.566265060240964
2376,TABR,14.0,5.5,3.0,581393.5,5074427.8,0.472727272727273
2377,TABR,12.3,7.3,2.8,581385.6,5074430.2,0.616438356164384
2378,TSHE,10.2,11.2,3.0,581388.5,5074430.5,0.660714285714286
2379,TSHE,17.5,17.3,3.3,581392.8,5074429.2,0.751445086705202
2380,PSME,103.2,50.0,5.1,581400.5,5074426.0,0.448
2381,TSHE,6.8,8.1,2.9,581390.8,5074434.5,0.555555555555556
2382,TSHE,8.4,9.6,2.9,581390.7,5074434.4,0.614583333333333
2383,TSHE,5.9,7.3,2.8,581391.2,5074436.6,0.506849315068493
2384,TABR,20.7,9.2,3.5,581389.6,5074437.2,0.619565217391304
2385,ABAM,11.7,6.9,2.1,581392.1,5074436.1,0.521739130434783
2386,TSHE,7.0,8.3,2.9,581392.1,5074437.0,0.566265060240964
2388,TSHE,134.8,56.1,9.0,581386.1,5074442.0,0.582887700534759
2389,ABAM,8.3,3.8,2.0,581387.5,5074444.2,0.447368421052632
2390,ABAM,6.5,2.5,2.0,581388.9,5074443.4,0.36
2391,ABAM,11.8,7.0,2.1,581391.6,5074443.0,0.528571428571429
2392,ABAM,9.8,5.1,2.0,581393.8,5074440.5,0.490196078431373
2393,TSHE,27.5,24.4,3.7,581397.9,5074432.1,0.799180327868853
2394,TSHE,16.5,16.5,3.2,581399.1,5074431.7,0.745454545454545
2395,TABR,11.9,7.0,2.8,581403.8,5074429.5,0.614285714285714
2397,ABAM,6.2,2.3,2.0,581397.4,5074441.3,0.347826086956522
2398,TSHE,14.7,15.0,3.1,581396.5,5074443.1,0.733333333333333
2399,ABAM,10.9,6.1,2.0,581397.8,5074443.4,0.508196721311475
2401,TSHE,53.1,37.9,5.0,581406.8,5074427.6,0.812664907651715
2402,TSHE,73.5,45.1,6.3,581402.8,5074439.4,0.787139689578714
2403,ABAM,8.2,3.8,2.0,581401.4,5074444.1,0.421052631578947
2404,ABAM,52.7,39.5,2.8,581402.5,5074443.9,0.579746835443038
2405,TSHE,25.2,22.9,3.6,581404.1,5074443.1,0.790393013100437
2406,TSHE,45.5,34.5,4.5,581406.5,5074439.4,0.814492753623188
2407,TSHE,98.9,51.1,8.5,581381.1,5074421.7,0.727984344422701
2409,TSHE,7.1,8.4,2.9,581370.4,5074423.3,0.571428571428571
2411,TSHE,43.1,33.3,4.4,581361.6,5074422.3,0.816816816816817
2412,TSHE,9.9,10.9,3.0,581362.9,5074422.1,0.660550458715596
2413,TSHE,14.8,15.1,3.2,581367.7,5074425.0,0.735099337748344
2415,TSHE,20.9,19.8,3.4,581367.2,5074428.9,0.777777777777778
2416,THPL,54.4,30.5,4.0,581367.6,5074429.1,0.740983606557377
2417,TSHE,9.6,10.7,3.0,581373.3,5074425.7,0.644859813084112
2418,TSHE,15.5,15.7,3.2,581362.3,5074433.3,0.738853503184713
2419,PSME,44.0,41.6,4.6,581364.3,5074435.1,0.310096153846154
2420,TSHE,8.0,9.2,2.9,581372.9,5074428.1,0.608695652173913
2421,TSHE,16.6,16.6,3.2,581370.6,5074430.3,0.746987951807229
2422,TSHE,19.3,18.6,3.3,581369.6,5074431.8,0.768817204301075
2423,THPL,9.8,8.5,3.6,581380.6,5074423.9,0.788235294117647
2424,TSHE,6.5,7.8,2.9,581372.9,5074430.6,0.538461538461539
2425,THPL,62.2,33.1,4.1,581376.0,5074429.8,0.72809667673716
2426,ABAM,12.2,7.4,2.1,581366.6,5074436.0,0.527027027027027
2427,THPL,56.4,31.2,4.0,581364.8,5074437.3,0.737179487179487
2428,TSHE,16.2,16.2,3.2,581360.9,5074441.7,0.746913580246914
2429,TSHE,10.5,11.5,3.0,581369.1,5074435.4,0.669565217391304
2430,TSHE,8.8,10.0,2.9,581369.6,5074435.6,0.62
2431,TABR,8.0,4.7,2.5,581368.9,5074436.3,0.48936170212766
2432,ABAM,7.5,3.2,2.0,581367.0,5074440.2,0.40625
2433,TSHE,64.0,42.0,5.6,581364.6,5074444.4,0.802380952380952
2434,THPL,102.8,42.6,4.6,581369.6,5074444.6,0.657276995305164
2435,ABAM,6.1,2.2,2.0,581370.0,5074441.7,0.318181818181818
2436,TSHE,8.2,9.4,2.9,581370.6,5074440.0,0.606382978723404
2437,TSHE,7.8,9.1,2.9,581371.0,5074438.4,0.593406593406594
2439,TSHE,8.1,9.3,2.9,581375.9,5074431.5,0.602150537634409
2441,PSME,132.5,54.4,5.6,581375.6,5074438.3,0.511029411764706
2442,TSHE,20.4,19.5,3.4,581374.9,5074439.8,0.769230769230769
2443,ABAM,6.3,2.3,2.0,581373.4,5074442.8,0.347826086956522
2444,ABAM,10.8,6.1,2.0,581374.2,5074444.1,0.508196721311475
2445,TSHE,5.4,6.8,2.8,581375.1,5074443.7,0.485294117647059
2446,TSHE,10.2,11.2,3.0,581376.0,5074445.2,0.660714285714286
2447,ABAM,8.7,4.2,2.0,581376.9,5074443.3,0.452380952380952
2448,TABR,9.5,4.3,2.6,581380.9,5074433.9,0.418604651162791
2450,TABR,9.6,5.5,2.6,581383.1,5074435.2,0.545454545454545
2451,ABAM,18.5,13.9,2.2,581384.7,5074435.9,0.60431654676259
2452,TABR,7.3,3.8,2.5,581382.3,5074444.7,0.394736842105263
2453,TSHE,38.9,31.1,4.2,581350.7,5074421.1,0.816720257234727
2454,TSHE,7.0,8.3,2.9,581339.0,5074425.2,0.566265060240964
2455,TSHE,12.9,13.5,3.1,581335.1,5074428.3,0.711111111111111
2456,TSHE,9.3,10.4,3.0,581338.0,5074427.8,0.644230769230769
2457,TSHE,9.9,10.9,3.0,581343.4,5074425.4,0.660550458715596
2458,TSHE,38.7,31.0,4.2,581338.9,5074428.2,0.816129032258065
2459,TSHE,37.4,30.3,4.1,581340.1,5074428.2,0.815181518151815
2460,TSHE,11.7,12.5,3.0,581339.6,5074428.5,0.688
2461,TSHE,6.3,7.7,2.8,581345.1,5074426.8,0.532467532467532
2464,TSHE,44.9,34.2,4.5,581344.0,5074432.1,0.81578947368421
2465,TABR,20.4,7.1,3.5,581335.8,5074437.7,0.52112676056338
2467,ABAM,7.8,3.4,2.0,581342.5,5074436.8,0.411764705882353
2468,TSHE,24.6,22.4,3.5,581350.7,5074429.3,0.794642857142857
2469,ABAM,7.1,2.9,2.0,581345.6,5074436.3,0.379310344827586
2470,ABAM,6.8,2.7,2.0,581337.7,5074445.5,0.37037037037037
2471,TSHE,94.1,50.1,8.0,581341.4,5074443.5,0.74251497005988
2473,ABAM,6.8,2.7,2.0,581344.4,5074440.5,0.37037037037037
2475,TSHE,27.0,24.1,3.6,581349.3,5074434.7,0.796680497925311
2476,TSHE,20.2,19.3,3.4,581350.3,5074434.3,0.772020725388601
2477,TSHE,45.3,34.4,4.5,581351.2,5074431.5,0.813953488372093
2478,TSHE,13.0,13.6,3.1,581355.4,5074426.0,0.713235294117647
2479,THPL,83.8,38.9,4.3,581358.4,5074422.8,0.691516709511568
2480,TSHE,16.4,16.4,3.2,581355.6,5074428.5,0.74390243902439
2481,TSHE,14.2,14.6,3.1,581350.6,5074438.4,0.726027397260274
2482,TSHE,5.9,7.3,2.8,581346.1,5074445.4,0.506849315068493
2483,TSHE,73.4,45.0,6.3,581348.2,5074443.1,0.788888888888889
2484,TSHE,22.4,20.9,3.4,581351.6,5074440.3,0.784688995215311
2485,THPL,10.2,8.8,3.6,581356.0,5074438.6,0.784090909090909
2486,TSHE,102.2,51.7,8.8,581357.0,5074435.6,0.717601547388781
2487,THPL,6.0,5.9,3.5,581357.5,5074436.6,0.779661016949152
2488,TSHE,7.5,8.8,2.9,581356.9,5074439.0,0.579545454545454
2489,TSHE,32.2,27.3,3.9,581357.1,5074442.0,0.80952380952381
2490,THPL,7.5,6.9,3.6,581357.8,5074435.4,0.797101449275362
2491,TSHE,15.3,15.5,3.2,581358.3,5074432.3,0.735483870967742
2492,THPL,30.8,20.7,3.8,581359.0,5074429.6,0.772946859903382
2493,TSHE,6.0,7.4,2.8,581357.9,5074438.8,0.513513513513513
2494,TSHE,16.7,16.6,3.2,581359.5,5074443.3,0.753012048192771
2495,ABAM,8.3,3.8,2.0,581331.2,5074420.9,0.447368421052632
2496,TSHE,8.7,9.9,2.9,581326.7,5074422.0,0.626262626262626
2497,TSHE,39.3,31.4,4.2,581326.9,5074422.4,0.812101910828026
2499,THPL,42.3,25.9,3.9,581316.8,5074424.2,0.756756756756757
2500,TSHE,12.8,13.5,3.1,581327.5,5074423.2,0.703703703703704
2501,ABAM,37.2,30.8,2.5,581324.3,5074426.4,0.623376623376623
2502,TSHE,35.5,29.3,4.0,581325.2,5074427.4,0.812286689419795
2505,PSME,108.6,51.0,5.2,581312.1,5074434.2,0.462745098039216
2506,TABR,12.2,6.8,2.8,581310.5,5074440.2,0.588235294117647
2507,TABR,13.1,5.4,2.9,581311.6,5074441.9,0.481481481481481
2508,TABR,10.0,5.2,2.7,581320.8,5074433.8,0.5
2509,ABAM,20.4,15.8,2.2,581323.1,5074431.7,0.613924050632911
2510,PSME,87.1,46.5,4.9,581310.5,5074445.5,0.393548387096774
2511,ABAM,5.4,1.8,1.9,581313.6,5074443.3,0.277777777777778
2512,ABAM,12.4,7.6,2.1,581316.0,5074441.7,0.539473684210526
2513,ABAM,13.9,9.1,2.1,581317.6,5074442.8,0.56043956043956
2515,TSHE,12.8,13.5,3.1,581328.4,5074427.2,0.703703703703704
2516,TSHE,18.5,18.0,3.3,581327.1,5074431.8,0.761111111111111
2517,TSHE,5.8,7.2,2.8,581327.9,5074431.4,0.5
2518,TSHE,16.9,16.8,3.2,581326.5,5074435.4,0.75
2519,TSHE,8.6,9.8,2.9,581325.2,5074437.5,0.622448979591837
2520,ABAM,43.8,35.0,2.6,581323.8,5074440.5,0.608571428571429
2521,THPL,140.6,47.6,5.0,581322.9,5074446.1,0.584033613445378
2522,TSHE,27.9,24.7,3.7,581327.9,5074442.4,0.797570850202429
2523,ABAM,14.9,10.1,2.1,581328.5,5074441.9,0.574257425742574
2524,TSHE,6.7,8.0,2.9,581329.0,5074438.5,0.55
2526,ABAM,7.0,2.8,2.0,581331.3,5074433.0,0.392857142857143
2527,TSHE,38.6,31.0,4.2,581333.3,5074441.7,0.812903225806452
2528,TABR,14.9,8.8,3.0,581332.8,5074439.5,0.659090909090909
2529,ABAM,6.4,2.4,2.0,581333.2,5074433.1,0.333333333333333
2530,THPL,57.8,31.7,4.1,581333.1,5074432.1,0.735015772870663
2531,TSHE,16.0,16.1,3.2,581333.0,5074426.6,0.739130434782609
2533,TSHE,54.2,38.3,5.0,581313.1,5074446.3,0.81201044386423
2534,TSHE,46.7,35.0,4.6,581316.0,5074448.1,0.817142857142857
2535,TSHE,33.5,28.1,3.9,581310.9,5074448.8,0.811387900355872
2536,TSHE,10.9,11.8,3.0,581313.6,5074449.7,0.677966101694915
2537,TSHE,16.8,16.7,3.2,581318.0,5074449.1,0.748502994011976
2540,TSHE,46.4,34.9,4.6,581320.8,5074450.7,0.816618911174785
2541,TSHE,9.7,10.8,3.0,581312.8,5074455.4,0.648148148148148
2542,TABR,13.6,7.1,2.9,581311.1,5074457.0,0.591549295774648
2544,TSHE,21.5,20.3,3.4,581313.5,5074460.3,0.778325123152709
2545,TSHE,36.1,29.6,4.1,581312.3,5074462.4,0.814189189189189
2547,ABAM,5.8,2.0,2.0,581330.2,5074450.0,0.3
2548,PSME,81.2,44.9,4.8,581316.0,5074461.6,0.369710467706013
2550,THPL,47.5,28.0,4.0,581319.1,5074462.3,0.75
2551,PSME,101.1,49.6,5.1,581320.8,5074462.2,0.441532258064516
2554,TSHE,10.7,11.7,3.0,581316.5,5074469.5,0.666666666666667
2555,TSHE,10.9,11.8,3.0,581318.2,5074467.9,0.677966101694915
2557,TSHE,33.7,28.2,3.9,581327.4,5074453.9,0.812056737588652
2558,TSHE,13.8,14.3,3.1,581333.6,5074447.9,0.72027972027972
2559,PSME,113.0,51.7,5.3,581333.1,5074448.9,0.473887814313346
2562,TSHE,6.3,7.7,2.8,581324.4,5074460.3,0.532467532467532
2565,PSME,135.0,54.7,5.6,581324.0,5074469.8,0.515539305301645
2566,TSHE,13.4,14.0,3.1,581327.5,5074461.0,0.714285714285714
2567,TSHE,19.9,19.1,3.3,581333.6,5074450.4,0.769633507853403
2570,ABAM,6.3,2.3,2.0,581334.4,5074465.6,0.347826086956522
2571,TABR,21.5,8.6,3.6,581329.4,5074467.5,0.593023255813953
2573,TSHE,13.7,14.2,3.1,581334.2,5074469.1,0.71830985915493
2574,TABR,11.7,2.6,2.8,581328.8,5074470.7,0.038461538461538
2575,ABAM,9.1,4.5,2.0,581326.8,5074472.0,0.466666666666667
2576,ABAM,9.2,4.6,2.0,581319.3,5074472.1,0.456521739130435
2579,TABR,12.6,4.1,2.9,581312.3,5074474.6,0.317073170731707
2580,PSME,118.7,52.6,5.4,581314.8,5074477.8,0.484790874524715
2582,ABAM,45.7,36.1,2.6,581314.0,5074484.1,0.60387811634349
2583,TABR,9.6,6.0,2.6,581313.6,5074484.6,0.583333333333333
2585,TABR,11.3,6.6,2.8,581333.0,5074472.1,0.590909090909091
2586,TABR,6.9,3.2,2.5,581332.5,5074473.2,0.28125
2587,TABR,11.8,5.5,2.8,581318.4,5074483.2,0.509090909090909
2588,TABR,14.3,5.1,3.0,581310.4,5074491.7,0.431372549019608
2589,TSHE,88.1,48.8,7.5,581312.0,5074492.6,0.758196721311475
2590,TABR,12.1,7.0,2.8,581321.3,5074485.6,0.614285714285714
2591,TABR,17.6,3.4,3.3,581321.1,5074486.2,0.058823529411765
2593,PSME,119.4,52.7,5.4,581321.6,5074487.3,0.487666034155598
2594,TSHE,46.7,35.0,4.6,581320.0,5074494.9,0.817142857142857
2596,TABR,8.3,4.9,2.5,581327.3,5074484.3,0.510204081632653
2597,TSHE,100.9,51.4,8.7,581329.3,5074482.0,0.723735408560311
2601,TABR,5.8,3.8,2.4,581333.0,5074480.3,0.421052631578947
2603,TSHE,79.5,46.7,6.8,581329.7,5074496.1,0.777301927194861
2604,TSHE,57.0,39.5,5.2,581317.2,5074498.4,0.807594936708861
2605,TSHE,10.7,11.7,3.0,581313.7,5074498.4,0.666666666666667
2606,TSHE,37.8,30.5,4.1,581311.0,5074502.0,0.816393442622951
2607,PSME,75.3,43.2,4.7,581314.9,5074500.6,0.340277777777778
2608,TABR,7.9,4.9,2.5,581317.1,5074500.3,0.510204081632653
2609,TABR,17.1,6.0,3.2,581324.7,5074497.8,0.466666666666667
2611,TABR,17.0,6.8,3.2,581313.4,5074503.1,0.529411764705882
2615,ABAM,7.7,3.4,2.0,581323.2,5074502.9,0.411764705882353
2616,TABR,13.9,9.1,3.0,581313.9,5074507.8,0.681318681318681
2617,PSME,120.8,52.9,5.4,581310.8,5074510.2,0.489603024574669
2619,TABR,13.9,7.0,3.0,581313.4,5074512.8,0.585714285714286
2620,TABR,13.3,8.3,2.9,581310.8,5074514.4,0.662650602409638
2621,TABR,14.0,8.6,3.0,581313.0,5074517.7,0.662790697674419
2622,ABAM,45.1,35.8,2.6,581312.7,5074520.8,0.603351955307263
2623,TABR,33.3,15.0,5.0,581319.0,5074512.1,0.7
2625,TABR,15.2,8.4,3.1,581325.5,5074506.0,0.642857142857143
2626,ABAM,77.8,46.2,3.2,581327.1,5074506.8,0.465367965367965
2628,TABR,23.1,8.7,3.8,581320.7,5074515.8,0.574712643678161
2629,PSME,125.4,53.5,5.5,581324.1,5074517.8,0.499065420560748
2631,TSHE,10.1,11.1,3.0,581325.9,5074514.8,0.657657657657658
2632,TSHE,23.1,21.4,3.5,581328.4,5074514.7,0.785046728971963
2633,TSHE,7.6,8.9,2.9,581331.7,5074505.2,0.584269662921348
2635,TSHE,10.8,11.7,3.0,581331.0,5074515.9,0.675213675213675
2636,TSHE,10.0,11.0,3.0,581379.5,5074481.6,0.663636363636364
3001,TSHE,30.3,26.2,3.8,581395.2,5074521.8,0.805343511450382
3002,TSHE,11.3,12.2,3.0,581395.2,5074522.0,0.680327868852459
3003,TSHE,16.3,16.3,3.2,581392.6,5074525.4,0.748466257668712
3004,PSME,111.2,51.4,5.3,581391.2,5074525.9,0.468871595330739
3005,PSME,77.3,43.8,4.7,581400.8,5074522.9,0.349315068493151
3006,TSHE,6.5,7.8,2.9,581400.0,5074523.6,0.538461538461539
3007,TSHE,56.9,39.4,5.2,581401.3,5074524.3,0.809644670050761
3008,PSME,118.7,52.6,5.4,581402.1,5074526.4,0.484790874524715
3009,THPL,109.5,43.7,4.6,581396.0,5074530.1,0.645308924485126
3010,TSHE,19.0,18.4,3.3,581392.1,5074532.0,0.766304347826087
3011,TSHE,51.6,37.2,4.9,581389.8,5074530.4,0.814516129032258
3012,TSHE,47.6,35.5,4.6,581385.0,5074531.0,0.814084507042253
3013,PSME,128.3,53.9,5.5,581387.1,5074535.2,0.504638218923933
3014,PSME,72.0,42.2,4.6,581392.0,5074539.2,0.319905213270142
3016,TSHE,14.7,15.0,3.1,581399.2,5074543.2,0.733333333333333
3017,TSHE,15.3,15.5,3.2,581399.5,5074541.6,0.735483870967742
3020,TABR,8.0,3.2,2.5,581409.2,5074543.4,0.25
3022,TABR,17.9,10.8,3.3,581406.8,5074540.7,0.703703703703704
3023,TSHE,40.2,31.8,4.3,581403.9,5074537.8,0.814465408805031
3024,TSHE,37.6,30.4,4.1,581407.7,5074537.9,0.815789473684211
3025,PSME,122.3,53.1,5.4,581383.9,5074524.4,0.493408662900188
3026,TSHE,22.3,20.8,3.4,581380.9,5074522.1,0.783653846153846
3027,TSHE,62.8,41.6,5.6,581373.5,5074521.3,0.802884615384615
3028,PSME,96.6,48.7,5.0,581364.1,5074521.7,0.429158110882957
3029,TABR,6.3,3.8,2.4,581363.9,5074523.2,0.394736842105263
3030,TABR,17.9,7.4,3.3,581361.2,5074523.8,0.567567567567568
3031,TSHE,58.8,40.1,5.3,581362.2,5074525.1,0.807980049875312
3032,PSME,105.3,50.4,5.2,581370.8,5074524.6,0.454365079365079
3034,TABR,15.3,6.5,3.1,581371.7,5074528.1,0.538461538461538
3035,TABR,23.3,6.8,3.8,581360.3,5074531.0,0.455882352941177
3036,PSME,85.4,46.0,4.8,581369.3,5074531.1,0.389130434782609
3037,PSME,96.1,48.6,5.0,581360.8,5074534.7,0.425925925925926
3040,TSHE,7.4,8.7,2.9,581373.9,5074532.0,0.574712643678161
3041,TSHE,58.0,39.8,5.2,581370.9,5074534.2,0.809045226130653
3042,TSHE,11.4,12.3,3.0,581365.2,5074538.4,0.682926829268293
3043,TSHE,34.7,28.8,4.0,581365.4,5074539.2,0.8125
3044,TSHE,8.2,9.4,2.9,581363.8,5074540.6,0.606382978723404
3046,TABR,9.2,4.9,2.6,581372.5,5074538.0,0.489795918367347
3047,TSHE,41.0,32.2,4.3,581363.7,5074543.1,0.816770186335404
3048,TSHE,7.0,8.3,2.9,581371.0,5074541.8,0.566265060240964
3049,TSHE,8.0,9.2,2.9,581374.6,5074538.4,0.608695652173913
3050,TSHE,17.2,17.0,3.2,581375.1,5074541.8,0.752941176470588
3051,TSHE,23.4,21.6,3.5,581376.6,5074541.9,0.787037037037037
3052,TSHE,14.6,15.0,3.1,581380.4,5074533.7,0.726666666666667
3054,TSHE,23.0,21.3,3.5,581379.3,5074537.5,0.788732394366197
3057,TABR,5.7,5.1,2.4,581380.9,5074538.6,0.568627450980392
3058,TSHE,35.3,29.2,4.0,581381.9,5074536.5,0.811643835616438
3060,TSHE,6.9,8.2,2.9,581382.1,5074541.3,0.560975609756098
3061,TSHE,77.8,46.3,6.6,581366.6,5074548.2,0.779697624190065
3063,PSME,145.1,55.8,5.8,581361.1,5074549.7,0.528673835125448
3064,TSHE,88.4,48.9,7.5,581361.1,5074556.2,0.756646216768916
3065,TSHE,57.8,39.8,5.2,581370.9,5074553.3,0.809045226130653
3066,TABR,20.3,7.4,3.5,581374.5,5074551.0,0.54054054054054
3067,TSHE,22.7,21.1,3.5,581380.9,5074549.1,0.786729857819905
3068,TSHE,81.5,47.2,6.9,581377.1,5074554.0,0.773305084745763
3069,TABR,15.1,6.8,3.1,581375.9,5074554.3,0.558823529411765
3070,THPL,101.6,42.4,4.5,581361.2,5074570.4,0.660377358490566
3072,TABR,9.5,4.6,2.6,581369.6,5074565.6,0.456521739130435
3075,TSHE,14.2,14.6,3.1,581400.7,5074547.1,0.726027397260274
3076,TSHE,39.9,31.7,4.2,581400.0,5074547.8,0.813880126182965
3078,TSHE,21.0,19.9,3.4,581401.3,5074549.5,0.778894472361809
3079,TSHE,59.5,40.4,5.3,581400.8,5074550.2,0.806930693069307
3080,THPL,9.7,8.4,3.6,581401.6,5074549.9,0.797619047619048
3081,TSHE,17.2,17.0,3.2,581396.7,5074551.1,0.752941176470588
3082,TSHE,48.7,36.0,4.7,581391.3,5074551.8,0.813888888888889
3083,TSHE,42.5,33.0,4.4,581388.5,5074553.3,0.815151515151515
3084,TSHE,53.6,38.1,5.0,581396.0,5074553.0,0.811023622047244
3085,PSME,115.9,52.2,5.3,581399.4,5074552.2,0.478927203065134
3086,TSHE,29.4,25.6,3.7,581397.7,5074553.2,0.8046875
3087,ABGR,67.5,44.2,3.0,581385.8,5074554.8,0.515837104072398
3088,TSHE,19.8,19.0,3.3,581390.9,5074555.8,0.768421052631579
3089,TSHE,15.1,15.4,3.2,581394.5,5074558.2,0.733766233766234
3090,TSHE,7.4,8.7,2.9,581382.8,5074566.0,0.574712643678161
3091,TSHE,7.3,8.6,2.9,581383.6,5074567.5,0.569767441860465
3092,TABR,5.8,4.2,2.4,581386.9,5074568.7,0.476190476190476
3093,TABR,46.1,16.2,6.8,581391.7,5074567.7,0.654320987654321
3095,TABR,8.4,4.8,2.6,581404.7,5074555.4,0.5
3096,THPL,114.5,44.5,4.7,581400.1,5074565.7,0.635955056179775
3097,TSHE,23.0,21.3,3.5,581403.1,5074561.5,0.788732394366197
3098,TSHE,5.4,6.8,2.8,581401.6,5074565.9,0.485294117647059
